creative_id,image_path,status,reason,width,height
500065,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500065.png,ok,,320,320
500066,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500066.png,ok,,360,640
500067,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500067.png,ok,,360,640
500068,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500068.png,ok,,360,640
500069,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500069.png,ok,,360,640
500070,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500070.png,ok,,360,640
500071,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500071.png,ok,,320,320
500072,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500072.png,ok,,360,640
500073,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500073.png,ok,,320,480
500074,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500074.png,ok,,360,640
500075,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500075.png,ok,,360,640
500076,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500076.png,ok,,360,640
500077,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500077.png,ok,,360,640
500078,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500078.png,ok,,320,480
500079,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500079.png,ok,,320,480
500080,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500080.png,ok,,360,640
500081,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500081.png,ok,,320,320
500082,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500082.png,ok,,360,640
500083,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500083.png,ok,,320,320
500084,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500084.png,ok,,320,320
500085,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500085.png,ok,,320,320
500086,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500086.png,ok,,360,640
500087,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500087.png,ok,,360,640
500088,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500088.png,ok,,320,320
500089,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500089.png,ok,,360,640
500090,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500090.png,ok,,360,640
500091,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500091.png,ok,,360,640
500092,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500092.png,ok,,320,320
500093,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500093.png,ok,,320,320
500094,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500094.png,ok,,360,640
500095,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500095.png,ok,,320,320
500096,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500096.png,ok,,320,320
500097,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500097.png,ok,,320,480
500098,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500098.png,ok,,360,640
500099,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500099.png,ok,,360,640
500100,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500100.png,ok,,320,480
500101,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500101.png,ok,,320,320
500102,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500102.png,ok,,360,640
500103,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500103.png,ok,,320,480
500104,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500104.png,ok,,320,320
500105,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500105.png,ok,,360,640
500106,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500106.png,ok,,360,640
500107,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500107.png,ok,,360,640
500108,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500108.png,ok,,320,480
500109,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500109.png,ok,,360,640
500110,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500110.png,ok,,360,640
500111,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500111.png,ok,,360,640
500112,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500112.png,ok,,360,640
500113,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500113.png,ok,,360,640
500114,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500114.png,ok,,360,640
500115,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500115.png,ok,,320,320
500116,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500116.png,ok,,360,640
500117,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500117.png,ok,,320,480
500118,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500118.png,ok,,320,320
500119,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500119.png,ok,,360,640
500120,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500120.png,ok,,320,320
500121,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500121.png,ok,,320,480
500122,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500122.png,ok,,320,480
500123,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500123.png,ok,,320,480
500124,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500124.png,ok,,320,320
500125,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500125.png,ok,,360,640
500126,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500126.png,ok,,320,320
500127,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500127.png,ok,,360,640
500128,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500128.png,ok,,360,640
500129,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500129.png,ok,,360,640
500130,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500130.png,ok,,320,320
500131,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500131.png,ok,,360,640
500132,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500132.png,ok,,320,320
500133,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500133.png,ok,,320,480
500134,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500134.png,ok,,320,480
500135,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500135.png,ok,,320,320
500136,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500136.png,ok,,320,320
500137,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500137.png,ok,,320,480
500138,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500138.png,ok,,360,640
500139,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500139.png,ok,,360,640
500140,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500140.png,ok,,360,640
500141,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500141.png,ok,,360,640
500142,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500142.png,ok,,360,640
500143,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500143.png,ok,,360,640
500144,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500144.png,ok,,360,640
500145,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500145.png,ok,,320,320
500146,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500146.png,ok,,360,640
500147,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500147.png,ok,,360,640
500148,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500148.png,ok,,360,640
500149,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500149.png,ok,,360,640
500150,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500150.png,ok,,360,640
500151,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500151.png,ok,,360,640
500152,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500152.png,ok,,360,640
500153,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500153.png,ok,,360,640
500154,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500154.png,ok,,320,480
500155,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500155.png,ok,,360,640
500156,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500156.png,ok,,320,320
500157,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500157.png,ok,,320,320
500158,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500158.png,ok,,360,640
500159,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500159.png,ok,,360,640
500160,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500160.png,ok,,320,480
500161,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500161.png,ok,,320,480
500162,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500162.png,ok,,360,640
500163,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500163.png,ok,,320,480
500164,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500164.png,ok,,360,640
500165,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500165.png,ok,,360,640
500166,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500166.png,ok,,360,640
500167,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500167.png,ok,,320,480
500168,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500168.png,ok,,360,640
500169,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500169.png,ok,,360,640
500170,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500170.png,ok,,320,480
500171,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500171.png,ok,,320,480
500172,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500172.png,ok,,320,320
500173,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500173.png,ok,,320,480
500174,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500174.png,ok,,360,640
500175,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500175.png,ok,,360,640
500176,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500176.png,ok,,360,640
500177,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500177.png,ok,,320,320
500178,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500178.png,ok,,320,320
500179,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500179.png,ok,,320,320
500180,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500180.png,ok,,360,640
500181,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500181.png,ok,,360,640
500182,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500182.png,ok,,360,640
500183,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500183.png,ok,,360,640
500184,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500184.png,ok,,360,640
500185,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500185.png,ok,,360,640
500186,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500186.png,ok,,320,480
500187,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500187.png,ok,,320,320
500188,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500188.png,ok,,320,480
500189,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500189.png,ok,,360,640
500190,C:\Users\sylbo\Documents_local\hack_UPC_2026\Smadex_Creative_Intelligence_Dataset_FULL\assets\creative_500190.png,ok,,320,320
