k,actual,neighbor_prediction
5,0.3574074074074074,0.22552879916756244
5,0.5935185185185186,0.3211863011948941
5,0.2200617283950617,0.5728522384185153
5,0.6290123456790123,0.5683356785603034
5,0.482716049382716,0.4244642487453475
5,0.4558641975308641,0.270713239699308
5,0.5567901234567901,0.4896353672816356
5,0.391358024691358,0.4529123036333982
5,0.4771604938271605,0.6912553356891593
5,0.5015432098765432,0.5611760526787667
5,0.4459876543209876,0.30376274827257443
5,0.9209876543209876,0.6582947862700742
5,0.6759259259259259,0.5280840970940759
5,0.4564814814814815,0.204567842594115
5,0.616358024691358,0.49923614554978485
5,0.5429012345679013,0.4561086760985106
5,0.7737654320987654,0.5343784279966901
5,0.4799382716049383,0.4679425908864198
5,0.595679012345679,0.40545851841508845
5,0.7518518518518519,0.38764785430715104
5,0.4888888888888889,0.27829706132626686
5,0.8151234567901234,0.6798676935886595
5,0.8969135802469136,0.5651408438021133
5,0.3854938271604938,0.5039238953001243
5,0.6074074074074074,0.5938804141565351
5,0.4814814814814815,0.33988420540576064
5,0.5074074074074074,0.31791726613368787
5,0.6234567901234568,0.3734571949267053
5,0.7907407407407407,0.5764118147889545
5,0.3302469135802469,0.49376822765479556
5,0.5611111111111111,0.3128702310085566
5,0.3808641975308642,0.4360920023749617
5,0.4126543209876543,0.5821423256223045
5,0.3290123456790123,0.40381217889658566
5,0.4657407407407407,0.4336938669347392
5,0.5018518518518518,0.22098828448113902
5,0.266358024691358,0.3477581785648962
5,0.6320987654320988,0.4054215955977743
5,0.7166666666666667,0.6869065860149083
5,0.587037037037037,0.5189876604856803
5,0.6716049382716048,0.4694559698558948
5,0.5780864197530864,0.3412559644078616
5,0.7191358024691358,0.4387454845417762
5,0.8944444444444445,0.6482907468101842
5,0.7790123456790123,0.4822603714975199
5,0.7583333333333334,0.5803622947244215
5,0.8904320987654321,0.5555733820050133
5,0.7842592592592593,0.2546637107126224
5,0.5796296296296296,0.42597093602979375
5,0.5243827160493827,0.5841100849724038
5,0.7237654320987654,0.657439701000829
5,0.719753086419753,0.5176645019559081
5,0.4246913580246914,0.4083218169293947
5,0.8771604938271604,0.6561916437786728
5,0.1135802469135802,0.32202361031707055
5,0.571604938271605,0.7029664541504007
5,0.6645061728395062,0.494875411043686
5,0.4342592592592593,0.517220359744212
5,0.3466049382716049,0.3030036454613706
