creative_id,k,actual,neighbor_prediction,self_in_neighbors,label_consistency,hit_top_performer,ndcg,fatigue_consistency
500064,5,0.5638888888888888,0.39923656254040785,False,0.8,0.0,0.9047172294870751,1.0
500065,5,0.4037037037037037,0.44671335259193257,False,0.4,0.0,0.6240505200038379,0.6
500066,5,0.5151234567901234,0.529458598428102,False,0.4,0.0,0.5706417189553201,0.4
500067,5,0.2398148148148148,0.4833690494556817,False,1.0,0.0,1.0,1.0
500068,5,0.3175925925925926,0.5679516743096089,False,0.4,0.0,0.9197207891481876,0.6
500069,5,0.5558641975308642,0.49756764316084734,False,0.8,0.0,0.7606395682357036,0.8
500070,5,0.6811728395061728,0.4452884458954704,False,0.2,0.0,1.0,0.2
500071,5,0.2169753086419753,0.43954321547024866,False,0.0,0.0,0.0,1.0
500072,5,0.5530864197530864,0.5867008138404854,False,0.8,0.0,1.0,0.8
500073,5,0.3601851851851851,0.5286622606579572,False,0.8,0.0,1.0,0.8
500074,5,0.645679012345679,0.6717124353258592,False,0.8,0.0,0.9047172294870751,0.8
500075,5,0.5635802469135802,0.5844092491195229,False,0.6,0.0,0.9060254355346823,0.6
500076,5,0.5188271604938272,0.7317558707103591,False,0.2,0.0,0.38685280723454163,0.4
500077,5,0.5580246913580247,0.6227379667227261,False,0.2,0.0,1.0,0.2
500078,5,0.1854938271604938,0.21570934401688113,False,0.6,0.0,1.0,1.0
500079,5,0.1935185185185185,0.3161497673179987,False,0.4,0.0,0.9197207891481876,1.0
500080,5,0.4435185185185185,0.37839434165870034,False,0.8,0.0,0.7606395682357036,1.0
500081,5,0.3290123456790123,0.47042024060365595,False,0.8,0.0,0.9828920819566879,0.8
500082,5,0.4302469135802469,0.6144041512149868,False,0.6,0.0,0.6182885020492784,0.6
500083,5,0.3854938271604938,0.5216212938863483,False,0.6,0.0,0.9469024295259745,0.8
500084,5,0.719753086419753,0.6380274046691323,False,0.8,0.0,0.9828920819566879,0.8
500085,5,0.587037037037037,0.5223347550866138,False,1.0,0.0,1.0,1.0
500086,5,0.4450617283950617,0.49049498449929413,False,1.0,0.0,1.0,1.0
500087,5,0.6768518518518519,0.5275499802716008,False,0.2,0.0,0.6309297535714575,0.2
500088,5,0.5984567901234569,0.5443934688796914,False,1.0,0.0,1.0,1.0
500089,5,0.5373456790123458,0.5270372070703954,False,0.8,0.0,0.9828920819566879,0.8
500090,5,0.8975308641975309,0.6889719361203726,False,0.2,1.0,0.43067655807339306,0.6
500091,5,0.8478395061728395,0.7916326851813953,False,0.6,1.0,0.7122630665145961,0.6
500092,5,0.6858024691358025,0.5806503897901778,False,0.8,0.0,1.0,0.8
500093,5,0.7404320987654321,0.46961371155691906,False,1.0,0.0,1.0,1.0
500094,5,0.9209876543209876,0.690614464578267,False,0.2,1.0,0.38685280723454163,0.6
500095,5,0.7632716049382716,0.5171263998706263,False,1.0,0.0,1.0,1.0
500096,5,0.2916666666666667,0.3736726048461078,False,0.4,0.0,1.0,0.8
500097,5,0.362962962962963,0.4901219016277415,False,0.6,0.0,0.9674679834891693,0.8
500098,5,0.5608024691358025,0.3608978457162911,False,0.8,0.0,0.9828920819566879,1.0
500099,5,0.407716049382716,0.5430270687352491,False,0.8,0.0,1.0,1.0
500100,5,0.0848765432098765,0.28578275288758415,False,0.6,0.0,0.9674679834891693,1.0
500101,5,0.337037037037037,0.46358002420388794,False,0.6,0.0,0.8854598815714874,0.8
500102,5,0.475,0.5682176479294805,False,0.8,0.0,0.9558295932317544,0.8
500103,5,0.191358024691358,0.5411300733769294,False,0.0,0.0,0.0,0.6
500104,5,0.4858024691358024,0.41225530697690566,False,0.8,0.0,0.7606395682357036,1.0
500105,5,0.5509259259259259,0.3942189076610656,False,1.0,0.0,1.0,1.0
500106,5,0.579320987654321,0.5457403940939141,False,0.6,0.0,0.7328286204777911,0.6
500107,5,0.4981481481481482,0.48454908114816814,False,0.6,0.0,0.6182885020492784,0.8
500108,5,0.3802469135802469,0.5014476984002042,False,0.6,0.0,0.9674679834891693,0.6
500109,5,0.5509259259259259,0.5850116957772316,False,0.8,0.0,0.7606395682357036,0.8
500110,5,0.441358024691358,0.5426408627679659,False,0.6,0.0,0.7328286204777911,0.6
500111,5,0.4972222222222222,0.7237104116419035,False,0.2,0.0,0.38685280723454163,0.4
500112,5,0.650925925925926,0.6969519249996186,False,0.8,0.0,0.9047172294870751,0.8
500113,5,0.5830246913580247,0.6672177478136714,False,0.4,0.0,0.8772153153380493,0.4
500114,5,0.616358024691358,0.5029575599662051,False,0.2,0.0,0.6309297535714575,0.2
500115,5,0.5558641975308642,0.4698510596676335,False,0.8,0.0,0.9047172294870751,0.8
500116,5,0.575925925925926,0.5485501885474369,False,1.0,0.0,1.0,1.0
500117,5,0.3052469135802469,0.300530239931964,False,0.6,0.0,0.9469024295259745,1.0
500118,5,0.6901234567901234,0.3565341982801592,False,0.0,0.0,0.0,0.0
500119,5,0.6796296296296296,0.5777093627185991,False,1.0,0.0,1.0,1.0
500120,5,0.3006172839506173,0.5266793867604778,False,1.0,0.0,1.0,1.0
500121,5,0.2546296296296296,0.3658149793757837,False,1.0,0.0,1.0,1.0
500122,5,0.2944444444444444,0.4443236959539407,False,1.0,0.0,1.0,1.0
500123,5,0.2691358024691357,0.46946637592666435,False,1.0,0.0,1.0,1.0
500124,5,0.3327160493827161,0.5131691602702717,False,1.0,0.0,1.0,1.0
500125,5,0.3225308641975309,0.5913831680906587,False,0.8,0.0,1.0,0.8
500126,5,0.7907407407407407,0.5460443714285758,False,0.0,0.0,0.0,0.8
500127,5,0.5916666666666667,0.5966386861070452,False,0.4,0.0,0.6509209298071326,0.4
500128,5,0.7175925925925926,0.6896035553667081,False,0.4,0.0,0.6509209298071326,0.4
500129,5,0.8969135802469136,0.7112586123711048,False,0.4,1.0,0.5706417189553201,0.8
500130,5,0.5108024691358025,0.4193941557237965,False,1.0,0.0,1.0,1.0
500131,5,0.5555555555555556,0.5363624638743034,False,0.4,0.0,0.6240505200038379,0.4
500132,5,0.4768518518518518,0.6050373741619505,False,0.8,0.0,1.0,0.8
500133,5,0.5611111111111111,0.3115606000853219,False,0.8,0.0,0.7606395682357036,1.0
500134,5,0.4833333333333333,0.2066238305706622,False,0.4,0.0,0.9197207891481876,1.0
500135,5,0.6521604938271605,0.47675983463318106,False,0.2,0.0,1.0,0.2
500136,5,0.7373456790123457,0.5692003285554909,False,0.8,0.0,0.9558295932317544,0.8
500137,5,0.4518518518518519,0.2628765079921854,False,0.6,0.0,0.8854598815714874,1.0
500138,5,0.1388888888888888,0.39773622693019517,False,0.0,0.0,0.0,0.8
500139,5,0.4126543209876543,0.5957068712677516,False,0.6,0.0,0.9469024295259745,0.6
500140,5,0.1567901234567901,0.43400540882765215,False,0.2,0.0,0.6309297535714575,0.8
500141,5,0.3302469135802469,0.5005169661052646,False,1.0,0.0,1.0,1.0
500142,5,0.1037037037037037,0.35281285099095894,False,0.2,0.0,0.38685280723454163,1.0
500143,5,0.15,0.6265664182828201,False,0.0,0.0,0.0,0.8
500144,5,0.5317901234567901,0.5449492944336349,False,0.8,0.0,0.9828920819566879,0.8
500145,5,0.6024691358024691,0.5197785272426778,False,0.2,0.0,0.43067655807339306,0.2
500146,5,0.7737654320987654,0.648350495438689,False,0.4,0.0,0.5706417189553201,0.6
500147,5,0.858641975308642,0.7084061292094432,False,0.0,0.0,0.0,0.6
500148,5,0.7419753086419753,0.6573934405639911,False,0.6,0.0,0.6182885020492784,0.6
500149,5,0.8040123456790124,0.7013778144905376,False,0.0,0.0,0.0,0.4
500150,5,0.5935185185185186,0.3080424967668144,False,0.6,0.0,0.9469024295259745,1.0
500151,5,0.520679012345679,0.5305452816534977,False,1.0,0.0,1.0,1.0
500152,5,0.3910493827160494,0.4804789181063958,False,1.0,0.0,1.0,1.0
500153,5,0.5018518518518519,0.3701442683203194,False,0.6,0.0,1.0,0.8
500154,5,0.304320987654321,0.3596779957975117,False,0.4,0.0,0.8503449055347546,0.8
500155,5,0.6126543209876544,0.398799616926674,False,0.8,0.0,0.9047172294870751,1.0
500156,5,0.5401234567901235,0.6157977496656717,False,1.0,0.0,1.0,1.0
500157,5,0.6253086419753086,0.5500065126885527,False,0.0,0.0,0.0,0.0
500158,5,0.6296296296296297,0.5152753338233123,False,0.6,0.0,0.8854598815714874,0.8
500159,5,0.6962962962962963,0.5749448601381876,False,0.8,0.0,1.0,0.8
500160,5,0.3675925925925926,0.4404147887458457,False,1.0,0.0,1.0,1.0
500161,5,0.382716049382716,0.4118663778704986,False,1.0,0.0,1.0,1.0
500162,5,0.5006172839506173,0.629280708637751,False,0.2,0.0,0.5,0.2
500163,5,0.4925925925925926,0.6217418484768723,False,0.6,0.0,0.7122630665145961,0.6
500164,5,0.6311728395061728,0.5277832447177636,False,0.0,0.0,0.0,0.0
500165,5,0.7469135802469137,0.6432396527955638,False,0.4,0.0,0.6509209298071326,0.8
500166,5,0.7154320987654321,0.7411192122505529,False,0.4,0.0,0.9197207891481876,0.4
500167,5,0.4564814814814815,0.5811453296325986,False,0.6,0.0,0.7328286204777911,0.6
500168,5,0.3018518518518518,0.5091567098587645,False,1.0,0.0,1.0,1.0
500169,5,0.1228395061728395,0.31593450695275654,False,0.4,0.0,0.6934264036172708,0.8
500170,5,0.0910493827160493,0.29752908604711464,False,0.4,0.0,0.6509209298071326,1.0
500171,5,0.1345679012345678,0.4317293112920442,False,0.0,0.0,0.0,1.0
500172,5,0.2166666666666666,0.5572777462673214,False,0.0,0.0,0.0,0.8
500173,5,0.1382716049382716,0.3364377261599067,False,0.2,0.0,0.38685280723454163,1.0
500174,5,0.4052469135802468,0.48026192114910626,False,0.6,0.0,0.8529278650606567,0.8
500175,5,0.3429012345679012,0.42967801840093345,False,0.8,0.0,0.9047172294870751,1.0
500176,5,0.5765432098765432,0.5170333781282435,False,1.0,0.0,1.0,1.0
500177,5,0.2632716049382715,0.5125355095144005,False,0.8,0.0,0.9828920819566879,1.0
500178,5,0.5179012345679012,0.49983504273047963,False,0.8,0.0,0.9047172294870751,0.8
500179,5,0.4052469135802468,0.49491831362732336,False,0.8,0.0,0.9047172294870751,0.8
500180,5,0.6003086419753086,0.7210963562713016,False,0.2,0.0,1.0,0.2
500181,5,0.8444444444444444,0.6830515026019088,False,0.6,0.0,0.9469024295259745,0.6
500182,5,0.7984567901234568,0.6719390301192752,False,0.4,0.0,0.6240505200038379,0.4
500183,5,0.6950617283950616,0.6104922147421693,False,0.4,0.0,0.5706417189553201,0.4
500184,5,0.6759259259259259,0.5298402800578387,False,0.4,0.0,0.6509209298071326,0.4
500185,5,0.8052469135802469,0.7175815993669117,False,0.8,0.0,0.9558295932317544,0.8
500186,5,0.187037037037037,0.3157263210815618,False,0.4,0.0,0.5706417189553201,1.0
500187,5,0.1348765432098765,0.5774047171035636,False,0.0,0.0,0.0,1.0
500188,5,0.0790123456790123,0.37250083375884124,False,0.4,0.0,0.8772153153380493,1.0
500189,5,0.5780864197530864,0.5168103128120699,False,0.6,0.0,0.7122630665145961,0.6
500190,5,0.3641975308641975,0.4772418466009066,False,0.8,0.0,1.0,0.8
500191,5,0.2626543209876543,0.38263911100688575,False,1.0,0.0,1.0,1.0
500192,5,0.571604938271605,0.480118596541199,False,1.0,0.0,1.0,1.0
500193,5,0.5768518518518518,0.48892813319657025,False,1.0,0.0,1.0,1.0
500194,5,0.4314814814814814,0.3830827576470771,False,1.0,0.0,1.0,1.0
500195,5,0.4712962962962962,0.5657871262556411,False,1.0,0.0,1.0,1.0
500196,5,0.6432098765432098,0.4733701903319191,False,1.0,0.0,1.0,1.0
500197,5,0.5845679012345678,0.5248861340857743,False,1.0,0.0,1.0,1.0
500198,5,0.6030864197530864,0.8199374323010028,False,0.4,0.0,0.6509209298071326,0.4
500199,5,0.55,0.48933784437451455,False,1.0,0.0,1.0,1.0
500200,5,0.3067901234567901,0.5018591480542629,False,0.4,0.0,1.0,0.8
500201,5,0.5567901234567901,0.49224093492116044,False,0.8,0.0,0.9047172294870751,0.8
500202,5,0.4799382716049383,0.5203028140341852,False,1.0,0.0,1.0,1.0
500203,5,0.5015432098765432,0.6282946559307032,False,0.6,0.0,0.6182885020492784,0.8
500204,5,0.7975308641975308,0.37399436946586667,False,0.0,0.0,0.0,0.8
500205,5,0.5351851851851852,0.5305567685646255,False,1.0,0.0,1.0,1.0
500206,5,0.4160493827160494,0.422055565193342,False,0.8,0.0,0.9047172294870751,1.0
500207,5,0.6503086419753087,0.45701832263529935,False,0.2,0.0,0.5,0.2
500208,5,0.3089506172839506,0.37835120667986305,False,0.4,0.0,0.6509209298071326,0.8
500209,5,0.4320987654320987,0.5852458175142806,False,0.6,0.0,0.8854598815714874,0.8
500210,5,0.4459876543209876,0.29985412658859356,False,0.6,0.0,0.9060254355346823,1.0
500211,5,0.5518518518518518,0.43763130481330814,False,0.8,0.0,0.9558295932317544,0.8
500212,5,0.4987654320987655,0.5133772278369085,False,1.0,0.0,1.0,1.0
500213,5,0.5373456790123456,0.3394005254402839,False,0.6,0.0,0.7122630665145961,1.0
500214,5,0.7271604938271605,0.3181522655763451,False,0.8,0.0,1.0,1.0
500215,5,0.6123456790123457,0.6346858399494536,False,0.0,0.0,0.0,0.0
500216,5,0.712037037037037,0.6569944606483643,False,0.4,0.0,0.6934264036172708,0.4
500217,5,0.7944444444444444,0.5600279834256122,False,0.0,0.0,0.0,0.6
500218,5,0.6509259259259259,0.5685291355456673,False,1.0,0.0,1.0,1.0
500219,5,0.8018518518518518,0.6618362066799837,False,0.0,0.0,0.0,0.4
500220,5,0.5901234567901235,0.6237436936568855,False,0.8,0.0,0.9047172294870751,0.8
500221,5,0.7185185185185184,0.6131469503143365,False,0.6,0.0,0.6182885020492784,0.6
500222,5,0.0453703703703703,0.3098387015846332,False,0.2,0.0,0.5,1.0
500223,5,0.0635802469135802,0.13989400263750254,False,0.6,0.0,1.0,1.0
500224,5,0.266358024691358,0.41154348369587035,False,0.8,0.0,1.0,1.0
500225,5,0.2932098765432099,0.5018873899806356,False,0.4,0.0,0.6240505200038379,0.8
500226,5,0.5092592592592592,0.7188016313153665,False,0.6,0.0,0.8529278650606567,0.6
500227,5,0.0265432098765432,0.25464156264958127,False,0.4,0.0,1.0,1.0
500228,5,0.2725308641975308,0.492170999922221,False,1.0,0.0,1.0,1.0
500229,5,0.3540123456790123,0.6167666810774213,False,0.4,0.0,0.5437713091520254,0.6
500230,5,0.3709876543209876,0.5108721395923739,False,1.0,0.0,1.0,1.0
500231,5,0.2330246913580247,0.435186387422974,False,1.0,0.0,1.0,1.0
500232,5,0.3382716049382716,0.5474444216545094,False,0.8,0.0,1.0,1.0
500233,5,0.3083333333333333,0.5331855559872186,False,1.0,0.0,1.0,1.0
500234,5,0.5351851851851852,0.601925159984092,False,0.8,0.0,0.7606395682357036,0.8
500235,5,0.7805555555555556,0.7397383763213146,False,0.0,0.0,0.0,0.0
500236,5,0.5530864197530864,0.5975126047713725,False,0.4,0.0,0.9197207891481876,0.4
500237,5,0.7049382716049383,0.6179636394808391,False,0.6,0.0,0.9674679834891693,0.8
500238,5,0.4104938271604939,0.5602643728874751,False,0.8,0.0,0.9558295932317544,0.8
500239,5,0.4574074074074074,0.5373257840966993,False,1.0,0.0,1.0,1.0
500240,5,0.2141975308641975,0.46795900713072586,False,0.2,0.0,0.43067655807339306,1.0
500241,5,0.5484567901234568,0.40511372969496434,False,1.0,0.0,1.0,1.0
500242,5,0.6746913580246914,0.4175516375313123,False,0.0,0.0,0.0,0.0
500243,5,0.0543209876543209,0.2423873493661463,False,0.6,0.0,0.7328286204777911,1.0
500244,5,0.1274691358024691,0.3979695941927289,False,0.2,0.0,0.6309297535714575,1.0
500245,5,0.4962962962962963,0.39087188754334445,False,0.4,0.0,0.6509209298071326,0.8
500246,5,0.4003086419753086,0.37882019701167013,False,0.8,0.0,1.0,1.0
500247,5,0.6237654320987653,0.46821288434969033,False,0.2,0.0,0.43067655807339306,0.2
500248,5,0.7793209876543209,0.5429128922327259,False,0.6,0.0,0.9060254355346823,0.6
500249,5,0.4469135802469136,0.4048102245805214,False,1.0,0.0,1.0,1.0
500250,5,0.4969135802469136,0.3867014843246936,False,0.6,0.0,0.7122630665145961,1.0
500251,5,0.2114197530864197,0.41872385459458544,False,0.2,0.0,0.6309297535714575,1.0
500252,5,0.7191358024691358,0.7618845845104821,False,0.6,0.0,0.7328286204777911,0.6
500253,5,0.5030864197530864,0.5464381803270443,False,0.4,0.0,0.5706417189553201,0.4
500254,5,0.7691358024691358,0.6546133574552779,False,0.2,0.0,1.0,0.2
500255,5,0.6660493827160494,0.6319426660846186,False,0.4,0.0,0.6509209298071326,0.4
500256,5,0.5212962962962963,0.6875289096976152,False,0.2,0.0,0.43067655807339306,0.2
500257,5,0.4219135802469135,0.5872147630862311,False,0.6,0.0,0.8529278650606567,0.6
500258,5,0.466358024691358,0.5617866965778731,False,0.8,0.0,0.7606395682357036,0.8
500259,5,0.5429012345679013,0.5151904384344633,False,0.8,0.0,0.7606395682357036,0.8
500260,5,0.3999999999999999,0.43731612047559887,False,1.0,0.0,1.0,1.0
500261,5,0.5783950617283952,0.6546905010601067,False,0.2,0.0,0.38685280723454163,0.2
500262,5,0.5203703703703704,0.44460804677199006,False,0.8,0.0,0.9558295932317544,1.0
500263,5,0.2089506172839506,0.39961538904681965,False,0.2,0.0,0.38685280723454163,1.0
500264,5,0.5287037037037038,0.43909723605805445,False,1.0,0.0,1.0,1.0
500265,5,0.7058641975308642,0.4660308231604283,False,0.8,0.0,1.0,1.0
500266,5,0.6018518518518519,0.5011122728205877,False,1.0,0.0,1.0,1.0
500267,5,0.6234567901234568,0.4259026471540446,False,1.0,0.0,1.0,1.0
500268,5,0.7611111111111111,0.5448594731745259,False,0.8,0.0,0.9558295932317544,0.8
500269,5,0.8151234567901234,0.6005002794772617,False,0.0,0.0,0.0,0.6
500270,5,0.5993827160493828,0.6065661845692488,False,0.0,0.0,0.0,0.0
500271,5,0.755246913580247,0.601727145762017,False,0.6,0.0,0.6182885020492784,0.8
500272,5,0.8077160493827161,0.5796972607715404,False,0.4,0.0,0.5437713091520254,0.4
500273,5,0.6959876543209877,0.569139869511202,False,0.8,0.0,0.9047172294870751,0.8
500274,5,0.6027777777777777,0.5251943863330626,False,0.0,0.0,0.0,0.0
500275,5,0.7175925925925926,0.49481930472855995,False,0.8,0.0,0.9558295932317544,0.8
500276,5,0.3348765432098765,0.3917075013276733,False,0.4,0.0,0.8772153153380493,0.8
500277,5,0.5450617283950617,0.16701349075742516,False,0.4,0.0,1.0,1.0
500278,5,0.4141975308641974,0.425659226659005,False,0.6,0.0,1.0,0.8
500279,5,0.5740740740740741,0.3971507510229352,False,0.4,0.0,0.5437713091520254,0.8
500280,5,0.3203703703703703,0.6195659992274408,False,0.2,0.0,0.38685280723454163,0.4
500281,5,0.5959876543209877,0.3156613773896139,False,0.0,0.0,0.0,0.0
500282,5,0.2259259259259259,0.5818998329037015,False,0.4,0.0,0.9197207891481876,0.4
500283,5,0.191358024691358,0.40636523473991637,False,0.4,0.0,1.0,0.8
500284,5,0.074074074074074,0.3324569875841028,False,0.2,0.0,0.5,1.0
500285,5,0.207716049382716,0.3505586527741472,False,0.2,0.0,0.5,1.0
500286,5,0.1478395061728395,0.5447297108886209,False,0.0,0.0,0.0,1.0
500287,5,0.1722222222222222,0.26310718963488916,False,0.4,0.0,0.5437713091520254,1.0
500288,5,0.5367283950617284,0.7573640703332541,False,0.4,0.0,0.8772153153380493,0.6
500289,5,0.5040123456790124,0.5750682572117459,False,0.6,0.0,1.0,0.6
500290,5,0.7166666666666667,0.6849151002115572,False,0.6,0.0,0.8529278650606567,0.6
500291,5,0.717283950617284,0.6650024350323198,False,0.4,0.0,1.0,0.6
500292,5,0.5919753086419753,0.6608583717918114,False,0.2,0.0,0.6309297535714575,0.2
500293,5,0.653395061728395,0.6930500787916871,False,0.4,0.0,0.8772153153380493,0.4
500294,5,0.4049382716049383,0.549331421575989,False,1.0,0.0,1.0,1.0
500295,5,0.5015432098765432,0.44186900111725175,False,0.6,0.0,1.0,0.8
500296,5,0.3719135802469135,0.39875784045338863,False,0.6,0.0,0.8529278650606567,1.0
500297,5,0.2759259259259259,0.4649160892115559,False,0.8,0.0,0.7606395682357036,0.8
500298,5,0.5737654320987654,0.3846783635029698,False,0.8,0.0,1.0,1.0
500299,5,0.2493827160493827,0.1977188417044716,False,0.4,0.0,0.8503449055347546,1.0
500300,5,0.5021604938271605,0.50082713361598,False,1.0,0.0,1.0,1.0
500301,5,0.5132716049382716,0.4714223212795195,False,1.0,0.0,1.0,1.0
500302,5,0.4654320987654321,0.5141992454779837,False,0.8,0.0,0.9828920819566879,0.8
500303,5,0.2703703703703703,0.5041820012955691,False,0.8,0.0,1.0,1.0
500304,5,0.6811728395061728,0.5213236929947933,False,0.6,0.0,1.0,0.6
500305,5,0.3265432098765432,0.41190634073242405,False,1.0,0.0,1.0,1.0
500306,5,0.5367283950617284,0.5585875514763144,False,0.4,0.0,0.8503449055347546,0.4
500307,5,0.6333333333333334,0.5028473005081123,False,1.0,0.0,1.0,1.0
500308,5,0.5660493827160494,0.5663074198080804,False,1.0,0.0,1.0,1.0
500309,5,0.5697530864197531,0.6190459956701013,False,0.6,0.0,0.8529278650606567,0.8
500310,5,0.5478395061728395,0.5902281847429591,False,0.6,0.0,0.9060254355346823,0.8
500311,5,0.4657407407407408,0.5577948365799854,False,0.8,0.0,1.0,1.0
500312,5,0.645679012345679,0.3971592815129112,False,0.0,0.0,0.0,0.0
500313,5,0.0410493827160493,0.3084286403840868,False,0.4,0.0,1.0,1.0
500314,5,0.5836419753086419,0.5454697629364412,False,0.2,0.0,1.0,0.2
500315,5,0.4305555555555556,0.49667500036417955,False,0.4,0.0,0.6240505200038379,0.6
500316,5,0.2422839506172839,0.30420315419483607,False,0.6,0.0,0.8529278650606567,1.0
500317,5,0.4175925925925925,0.3628266797251151,False,0.6,0.0,0.6797310500037655,0.8
500318,5,0.6046296296296297,0.538723181090511,False,0.8,0.0,1.0,0.8
