creative_id,campaign_id,advertiser_id,advertiser_name,app_name,vertical,format,language,theme,hook_type,cta_text,headline,subhead,dominant_color,emotional_tone,objective,primary_theme,target_age_segment,target_os,creative_launch_date,asset_file,creative_status,best_score,winner_segment,action_hint,global_rank,global_pct,campaign_rank,campaign_pct,vertical_rank,vertical_pct,format_rank,format_pct,vertical_format_rank,vertical_format_pct,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,lifecycle_spend_usd,lifecycle_impressions,lifecycle_revenue_usd,fatigue_day,has_fatigue,ctr_decay_pct,cvr_decay_pct,evidence_ok,low_evidence,perf_score_pct,overall_roas_pct,overall_ipm_pct,overall_cvr_pct,overall_ctr_pct,overall_roas_vs_campaign_median,overall_ipm_vs_vertical_median,perf_score_vs_vertical_format_median
500025,20004,1004,SnapMeal,SnapMeal Bites,food_delivery,banner,it,food-closeup,2-for-1,Shop now,Hungry? We got you,Fresh favorites nearby,red,adventurous,order,discount,25-34,iOS,2026-01-17,assets/creative_500025.png,stable,0.36967849223946786,not_top,Review,651.0,0.2793791574279379,2.0,0.75,83.0,0.48427672955974843,48.0,0.7168674698795181,9.0,0.8545454545454545,0.3759259259259259,1.6872810313486946,0.4022554495584135,0.0046515981702978,0.0864768268521036,23633.52,5533797,39876.39,,0,-0.792317847438816,-0.0160006060533566,True,False,0.3170731707317073,0.2771618625277162,0.5343680709534369,0.4501108647450111,0.4334811529933481,-0.08314510687475618,-0.018622981288766605,0.13796296296296298
500029,20004,1004,SnapMeal,SnapMeal Bites,food_delivery,banner,it,combo,fast,Get offer,2-for-1 tonight,Free delivery over $15,purple,playful,order,discount,25-34,iOS,2026-01-16,assets/creative_500029.png,stable,0.23198447893569843,not_top,Review,789.0,0.12638580931263857,3.0,0.5,114.0,0.2893081761006289,93.0,0.4457831325301205,19.0,0.6727272727272727,0.2435185185185185,1.4724911182311624,0.3406567358662215,0.0039946885357918,0.085277420958853,25811.3,6041272,38006.91,,0,-0.751435628893216,0.1347588122051419,True,False,0.12749445676274945,0.17960088691796008,0.39578713968957874,0.43458980044345896,0.26940133037694014,-0.29793501999228833,-0.0802216949809586,0.005555555555555591
500035,20005,1005,MoonScreen,MoonScreen TV,entertainment,rewarded_video,it,wanderlust,trending,Start now,Exclusive tonight,New hits every week,lime,adventurous,signup,celebrity,35-44,iOS,2026-02-02,assets/creative_500035.png,stable,0.7726718403547672,strong_candidate,Keep,87.0,0.9046563192904656,1.0,1.0,9.0,0.9529411764705882,42.0,0.74375,6.0,0.8837209302325582,0.6972222222222223,2.4511588694097983,0.6484805699662349,0.0063268945850421,0.102495870801982,20757.3,3444976,50879.44,,0,-0.7344924796137549,0.0042874133635781,True,False,0.8924611973392461,0.5665188470066519,0.8037694013303769,0.7305986696230599,0.8048780487804879,0.44321378638741615,0.2064935920613144,0.06419753086419755
500030,20005,1005,MoonScreen,MoonScreen TV,entertainment,rewarded_video,es,ugc,late-night,Watch now,Binge starts now,New hits every week,orange,trustworthy,signup,celebrity,35-44,iOS,2026-01-24,assets/creative_500030.png,fatigued,0.7725055432372505,strong_but_fatigued,Refresh,88.0,0.9035476718403548,2.0,0.8333333333333334,10.0,0.9470588235294117,43.0,0.7375,7.0,0.8604651162790697,0.6953703703703704,2.40967365807916,0.6611800527677504,0.0063010294847838,0.1049320677461381,25583.29,4263589,61647.38,14.0,1,-0.7974856777654513,-0.0851309969865705,True,False,0.8874722838137472,0.5554323725055432,0.8126385809312638,0.7605321507760532,0.8015521064301552,0.4017285750567776,0.21919307486282985,0.06234567901234567
500032,20005,1005,MoonScreen,MoonScreen TV,entertainment,interstitial,es,drama,exclusive,Book now,Watch what’s trending,Start free today,purple,excited,signup,celebrity,35-44,iOS,2026-01-24,assets/creative_500032.png,stable,0.4874722838137472,not_top,Review,482.0,0.46674057649667405,3.0,0.6666666666666666,86.0,0.5,164.0,0.426056338028169,30.0,0.5606060606060606,0.4759259259259258,1.977986707824744,0.4310566781137342,0.0050553605242328,0.0852672477160558,28028.52,5651229,55440.04,,0,-0.8225532723943887,-0.1896431913065841,True,False,0.48337028824833705,0.42017738359201773,0.5942350332594235,0.4334811529933481,0.5376940133037694,-0.02995837519763822,-0.010930299791186315,0.0095679012345678
500038,20006,1006,NeonArena,NeonArena Quest,gaming,rewarded_video,pt,competitive,competition,Try for free,Beat your rivals,Play with friends tonight,blue,calm,install,reward,25-34,iOS,2026-01-17,assets/creative_500038.png,top_performer,0.8676940133037694,top_winner,Scale,15.0,0.9844789356984479,1.0,1.0,5.0,0.9736842105263158,12.0,0.93125,2.0,0.9767441860465116,0.7802469135802469,2.0314427869495115,1.8512411652294216,0.0094475269773889,0.195949815190796,20356.02,4066461,41352.09,,0,-0.7648141499667394,-0.0121606429828842,True,False,0.9722838137472284,0.43902439024390244,0.983370288248337,0.9312638580931264,0.9844789356984479,0.3430923265496819,0.4972604997974357,0.11851851851851847
500036,20006,1006,NeonArena,NeonArena Quest,gaming,rewarded_video,it,competitive,free rewards,Claim reward,Level up today,No ads in first week,blue,excited,install,reward,25-34,iOS,2026-01-14,assets/creative_500036.png,fatigued,0.7564855875831485,not_top,Review,108.0,0.8813747228381374,2.0,0.8333333333333334,29.0,0.8157894736842105,52.0,0.68125,11.0,0.7674418604651163,0.6990740740740741,1.6792476112788166,1.5126149051361992,0.0079682430994118,0.1898304163496032,23096.04,4617831,38783.97,11.0,1,-0.8332122842724801,-0.1224603013783933,True,False,0.8957871396895787,0.270509977827051,0.9567627494456763,0.917960088691796,0.9478935698447893,-0.009102849121013001,0.1586342397042133,0.037345679012345645
500040,20006,1006,NeonArena,NeonArena Quest,gaming,rewarded_video,pt,reward,power-up,Book now,Unlock rare gear,Free rewards for new players,blue,calm,install,reward,25-34,iOS,2026-01-14,assets/creative_500040.png,fatigued,0.7526053215077605,not_top,Review,112.0,0.876940133037694,3.0,0.6666666666666666,30.0,0.8092105263157895,54.0,0.66875,12.0,0.7441860465116279,0.6895061728395063,1.6974533095208426,1.4572949953027712,0.0074134204714711,0.1965752517223105,20224.68,4072614,34330.45,11.0,1,-0.8659295506476411,-0.028212634169106,True,False,0.8824833702882483,0.2838137472283814,0.9456762749445676,0.934589800443459,0.9212860310421286,0.009102849121013001,0.10331432987078526,0.0277777777777779
500044,20007,1007,ThreadMark,ThreadMark Shop,ecommerce,native,en,product-focus,free shipping,Claim reward,Flash sale live,Shop bestsellers now,purple,playful,purchase,ugc,45-54,Both,2026-01-01,assets/creative_500044.png,stable,0.6509977827050999,not_top,Review,246.0,0.7283813747228381,1.0,1.0,7.0,0.9555555555555556,57.0,0.7795275590551181,2.0,0.9803921568627451,0.649074074074074,2.467511005844395,0.4262597010428515,0.0071947564488793,0.0592458833139859,21663.49,3232771,53454.9,,0,-0.7239713551023332,0.0408334902403815,True,False,0.8181818181818182,0.5720620842572062,0.5798226164079823,0.1951219512195122,0.9046563192904656,0.06582461881942026,0.12216664029093455,0.2429012345679012
500048,20008,1008,CoinBridge,CoinBridge Invest,fintech,native,de,feature-focus,cashback,Shop now,Secure & simple,Built for peace of mind,blue,trustworthy,signup,trust,45-54,Both,2026-01-30,assets/creative_500048.png,stable,0.7532705099778271,not_top,Review,110.0,0.8791574279379157,1.0,1.0,21.0,0.8581560283687943,21.0,0.9212598425196851,10.0,0.8235294117647058,0.6052469135802468,7.980125027952726,0.4542711823952788,0.0043543009892872,0.1043270053018642,29961.3,5371241,239094.92,,0,-0.7526704591513502,-0.139194741781229,True,False,0.7450110864745011,0.9467849223946785,0.6286031042128604,0.7516629711751663,0.35365853658536583,2.4685593288816134,0.07153031533694931,0.08765432098765435
500053,20008,1008,CoinBridge,CoinBridge Invest,fintech,interstitial,en,fantasy,earn more,Install now,Secure & simple,Built for peace of mind,blue,excited,signup,trust,45-54,Both,2026-01-18,assets/creative_500053.png,stable,0.5885809312638582,not_top,Review,343.0,0.6208425720620843,2.0,0.8333333333333334,59.0,0.5886524822695035,99.0,0.6549295774647887,18.0,0.46875,0.4805555555555555,5.730642006482579,0.4032181619150001,0.0038648908449641,0.1043284734523322,39974.83,5696668,229081.44,,0,-0.756344855084509,0.0028297260699199,True,False,0.49667405764966743,0.7827050997782705,0.5388026607538803,0.7527716186252772,0.22394678492239467,0.21907630741146722,0.020477294856670603,-0.05833333333333346
500049,20008,1008,CoinBridge,CoinBridge Invest,fintech,banner,es,trust,cashback,Get offer,Track every euro,No hidden fees,green,trustworthy,signup,trust,45-54,Both,2026-01-31,assets/creative_500049.png,stable,0.4251662971175167,not_top,Review,578.0,0.360310421286031,3.0,0.6666666666666666,102.0,0.28368794326241137,33.0,0.8072289156626506,20.0,0.6122448979591837,0.3657407407407407,5.789343806789043,0.3021470211858382,0.0034801663729575,0.0868197059582151,27981.85,5570136,161996.55,,0,-0.7299402789012658,-0.1985083085926301,True,False,0.3070953436807095,0.7882483370288248,0.26718403547671843,0.4567627494456763,0.12305986696230599,0.2777781077179311,-0.0805938458724913,0.012654320987654288
500055,20009,1009,DriftPass,DriftPass Travel,travel,rewarded_video,it,destination,discover,Install now,Dream destinations await,Flexible booking options,white,playful,booking,discount,18-24,Android,2026-01-16,assets/creative_500055.png,top_performer,0.8894789356984479,top_winner,Scale,8.0,0.9922394678492239,1.0,1.0,5.0,0.9724137931034482,6.0,0.96875,5.0,0.9130434782608695,0.854320987654321,9.660271947292308,0.5214972350603954,0.0079544468219872,0.0655604653259987,32465.85,4182189,313628.94,,0,-0.7755667454809874,-0.1095083589047066,True,False,0.9933481152993349,0.9789356984478935,0.7128603104212861,0.2749445676274945,0.9467849223946785,2.4498665222638643,0.1892863168539738,0.1015432098765432
500056,20009,1009,DriftPass,DriftPass Travel,travel,rewarded_video,en,food-closeup,book now,Book now,Escape this weekend,Hotels + flights in one tap,teal,adventurous,booking,discount,18-24,Android,2026-01-08,assets/creative_500056.png,fatigued,0.8084257206208426,strong_but_fatigued,Refresh,50.0,0.9456762749445676,2.0,0.8333333333333334,20.0,0.8689655172413793,29.0,0.825,17.0,0.6521739130434783,0.7768518518518519,7.852382015637678,0.4332605680537061,0.0071971437248382,0.0601989601178132,35873.61,4623084,281693.29,13.0,1,-0.8219690265592409,0.0827929578952686,True,False,0.9689578713968958,0.9390243902439024,0.5986696230598669,0.2106430155210643,0.9057649667405765,0.6419765906092341,0.10104964984728454,0.024074074074074137
500054,20009,1009,DriftPass,DriftPass Travel,travel,rewarded_video,en,feature-focus,last-minute deal,Learn more,Last-minute savings,Hotels + flights in one tap,teal,trustworthy,booking,discount,18-24,Android,2026-01-15,assets/creative_500054.png,fatigued,0.7536585365853659,not_top,Review,109.0,0.8802660753880266,3.0,0.6666666666666666,36.0,0.7586206896551724,53.0,0.675,26.0,0.45652173913043476,0.7222222222222222,7.150438808452111,0.3916880210523893,0.0070509455365662,0.0555511341026661,27686.34,3564061,197969.48,14.0,1,-0.8030628164260534,0.0212264150943397,True,False,0.9290465631929047,0.8869179600886918,0.508869179600887,0.1419068736141907,0.8869179600886918,-0.05996661657633329,0.059477102845967744,-0.030555555555555558
500064,20010,1010,BiteRush,BiteRush Delivery,food_delivery,interstitial,es,discount,2-for-1,Try for free,"Fast food, fast",Free delivery over $15,purple,excited,order,discount,25-34,Both,2026-01-20,assets/creative_500064.png,stable,0.6011640798226163,not_top,Review,317.0,0.6496674057649667,1.0,1.0,33.0,0.7987421383647799,88.0,0.6936619718309859,9.0,0.813953488372093,0.5638888888888888,2.439404085138611,0.4457099281673173,0.0054136547943896,0.0823306888036568,23819.51,7031479,58105.41,,0,-0.8585167754338938,0.0705917890334708,True,False,0.6662971175166297,0.5631929046563193,0.61529933481153,0.3924611973392461,0.6308203991130821,0.06111884962204561,0.024831497320137175,0.08364197530864187
500062,20010,1010,BiteRush,BiteRush Delivery,food_delivery,interstitial,en,combo,late-night,Install now,"Fast food, fast",Free delivery over $15,purple,trustworthy,order,discount,25-34,Both,2026-01-07,assets/creative_500062.png,stable,0.5172949002217295,not_top,Review,442.0,0.5110864745011087,2.0,0.8333333333333334,46.0,0.7169811320754716,148.0,0.4823943661971831,16.0,0.6511627906976745,0.4802469135802469,2.3493449299389786,0.4214638237640654,0.0047436013801139,0.088848912459407,30786.02,9023313,72326.98,,0,-0.8474579900575909,-0.2167054308073223,True,False,0.4950110864745011,0.5365853658536586,0.5676274944567627,0.48891352549889133,0.45454545454545453,-0.028940305577586756,0.0005853929168852523,0.0
500065,20010,1010,BiteRush,BiteRush Delivery,food_delivery,native,es,food-closeup,2-for-1,Get offer,"Your cravings, delivered",Late-night deals available,yellow,trustworthy,order,discount,25-34,Both,2026-01-14,assets/creative_500065.png,stable,0.43774944567627494,not_top,Review,567.0,0.37250554323725055,3.0,0.6666666666666666,66.0,0.5911949685534591,162.0,0.3661417322834646,30.0,0.43137254901960786,0.4037037037037037,2.4721365954941814,0.3627800905572831,0.0041343651838926,0.0877474713580365,27587.44,10091513,68199.92,,0,-0.8314685408923801,-0.0834320906231241,True,False,0.3575388026607539,0.5742793791574279,0.44567627494456763,0.4656319290465632,0.3093126385809313,0.09385135997761607,-0.05809834028989702,-0.07237654320987652
500070,20011,1011,FluxStream,FluxStream Play,entertainment,rewarded_video,fr,product-focus,security,Install now,Binge starts now,Start free today,purple,trustworthy,signup,trailer,45-54,Both,2026-01-20,assets/creative_500070.png,fatigued,0.7524390243902439,not_top,Review,113.0,0.8758314855875832,1.0,1.0,15.0,0.9176470588235294,55.0,0.6625,10.0,0.7906976744186046,0.6811728395061728,2.203755520198999,0.6718273796663617,0.0064001728409817,0.1049701932054873,29974.01,4350820,66055.39,16.0,1,-0.7974974029124502,-0.1732584414107503,True,False,0.8719512195121951,0.49223946784922396,0.8181818181818182,0.761640798226164,0.8159645232815964,0.5143237246797328,0.22984040176144122,0.04814814814814805
500069,20011,1011,FluxStream,FluxStream Play,entertainment,rewarded_video,de,celebrity,watch now,Watch now,A new season drops,Start free today,red,excited,signup,trailer,45-54,Both,2026-01-22,assets/creative_500069.png,stable,0.5975055432372506,not_top,Review,325.0,0.6407982261640798,2.0,0.8333333333333334,56.0,0.6764705882352942,117.0,0.275,26.0,0.4186046511627907,0.5558641975308642,1.8132314882693672,0.5532433826360842,0.0056165182514081,0.0985029083627348,25726.66,3734342,46648.39,,0,-0.8072346962224349,-0.1942802889576883,True,False,0.6496674057649667,0.34035476718403546,0.7560975609756098,0.6718403547671841,0.6829268292682927,0.12379969275010083,0.11125640473116366,-0.0771604938271605
500066,20011,1011,FluxStream,FluxStream Play,entertainment,rewarded_video,de,trailer,watch now,Start now,Watch what’s trending,Cancel anytime,blue,excited,signup,trailer,45-54,Both,2026-01-12,assets/creative_500066.png,stable,0.5558758314855876,not_top,Review,398.0,0.5598669623059866,3.0,0.6666666666666666,66.0,0.6176470588235294,130.0,0.19375,29.0,0.3488372093023256,0.5151234567901234,1.7640644780150223,0.5414256534181832,0.0052647974655153,0.1028388379542693,35547.0,5158603,62707.2,,0,-0.8410982296289506,-0.0715323559828581,True,False,0.5665188470066519,0.3148558758314856,0.7361419068736141,0.7339246119733924,0.5986696230598669,0.07463268249575594,0.09943867551326263,-0.11790123456790136
500074,20012,1012,VoxelRealm,VoxelRealm Battle,gaming,rewarded_video,en,gameplay,free rewards,Watch now,Join the arena,Play with friends tonight,purple,calm,install,competitive,25-34,Android,2026-01-19,assets/creative_500074.png,fatigued,0.6940687361419068,not_top,Review,183.0,0.7982261640798226,1.0,1.0,54.0,0.6513157894736842,85.0,0.475,20.0,0.5581395348837209,0.645679012345679,1.2865844509643354,1.683189300558723,0.0075384703433178,0.2232799525504152,33190.74,4473056,42702.69,12.0,1,-0.8870154856227849,-0.025541773463351,True,False,0.8137472283813747,0.12195121951219512,0.9645232815964523,0.9878048780487805,0.9279379157427938,0.22403971582070192,0.32920863512673715,-0.016049382716049387
500077,20012,1012,VoxelRealm,VoxelRealm Battle,gaming,interstitial,en,reward,challenge,Learn more,Win epic rewards,No ads in first week,purple,playful,install,competitive,25-34,Android,2026-01-23,assets/creative_500077.png,stable,0.5970620842572062,not_top,Review,328.0,0.6374722838137472,2.0,0.8333333333333334,98.0,0.3618421052631579,93.0,0.676056338028169,28.0,0.5423728813559322,0.5580246913580247,1.1582750687956958,1.228871964031522,0.006062972234343,0.2026847421584263,30354.37,4963902,35158.71,,0,-0.8698110617431237,-0.0666989004971115,True,False,0.656319290465632,0.0787139689578714,0.9101995565410199,0.9490022172949002,0.7583148558758315,0.0957303336520623,-0.12510870140046393,-0.005555555555555536
500075,20012,1012,VoxelRealm,VoxelRealm Battle,gaming,interstitial,en,food-closeup,watch now,Start now,Unlock rare gear,No ads in first week,blue,calm,install,competitive,25-34,Android,2026-01-17,assets/creative_500075.png,stable,0.5843680709534369,not_top,Review,350.0,0.6130820399113082,3.0,0.6666666666666666,103.0,0.32894736842105265,103.0,0.6408450704225352,32.0,0.4745762711864407,0.5635802469135802,1.0444223763637257,1.1456365569879254,0.0064486253886917,0.1776559325336079,33824.62,5571575,35327.19,,0,-0.8560168460368685,-0.0616378428789422,True,False,0.6646341463414634,0.04212860310421286,0.8924611973392461,0.88470066518847,0.8203991130820399,-0.018122358779907755,-0.20834410844406048,0.0
500082,20013,1013,BoltCart,BoltCart Drops,ecommerce,rewarded_video,pt,discount,new collection,Get offer,Your next favorite pick,Free shipping over $25,teal,calm,purchase,ugc,18-24,Android,2026-01-31,assets/creative_500082.png,stable,0.4324833702882484,not_top,Review,571.0,0.36807095343680707,1.0,1.0,40.0,0.7111111111111111,148.0,0.08125,8.0,0.36363636363636365,0.4302469135802469,2.707077403785389,0.3211503505717994,0.0047698315021454,0.0673294959009244,21916.37,4807717,59329.31,,0,-0.851031845075714,-0.1010976999005683,True,False,0.4035476718403548,0.6130820399113082,0.328159645232816,0.2893569844789357,0.46452328159645234,-0.1034955972994096,0.01705728981988247,-0.14814814814814825
