creative_id,campaign_id,advertiser_name,app_name,vertical,format,theme,hook_type,cta_text,headline,subhead,creative_status,fatigue_day,has_fatigue,perf_score,overall_roas,overall_ipm,overall_ctr,overall_cvr,ctr_decay_pct,cvr_decay_pct,peak_rolling_ctr_5,fatigue_label_score,ctr_decay_severity,cvr_decay_severity,early_fatigue_severity,tired_score,avg_top5_similarity,avg_top10_similarity,max_similarity,similar_neighbor_count_080,same_metadata_ratio,fatigued_neighbor_ratio,top_neighbor_status_mix,similarity_density_pct,neighbor_density_pct,repetition_score,creative_health_risk,fatigue_status,repetition_status,health_action_hint
501062,20177,NomadLayer,NomadLayer Getaway,travel,rewarded_video,discount,discover,Try for free,Escape this weekend,Hotels + flights in one tap,fatigued,12.0,1,0.687037037037037,7.465217156387822,0.348098702401881,0.0066921428211757,0.0520160300973255,-0.8337269116877302,-0.2969767132401864,0.013459918333519,1.0,0.9584756528978849,1.0,0.19999999999999996,0.8296189132244713,0.6085,0.5365,0.7935,0,0.3,0.4,"{'fatigued': 0.4, 'top_performer': 0.3, 'stable': 0.3}",0.6837962962962963,0.4125,0.5200231481481482,0.8296189132244713,tired,distinct,Refresh
501067,20177,NomadLayer,NomadLayer Getaway,travel,rewarded_video,destination,discover,Install now,Last-minute savings,Hotels + flights in one tap,fatigued,12.0,1,0.6354938271604939,7.179283735485921,0.3348513077349014,0.0060715337363374,0.0551510248112189,-0.8324787206196897,-0.2420324827872588,0.0123239395774317,1.0,0.9570406977199845,1.0,0.19999999999999996,0.8292601744299961,0.5572,0.5257,0.5958,0,0.375,0.3,"{'top_performer': 0.4, 'stable': 0.3, 'fatigued': 0.3}",0.6291666666666667,0.4125,0.5114583333333333,0.8292601744299961,tired,distinct,Refresh
500796,20132,GlitchWave,GlitchWave Rush,gaming,playable,fantasy,last-minute deal,Claim reward,Unlock rare gear,Play with friends tonight,fatigued,10.0,1,0.7527777777777778,1.7653519734440204,2.3415602880197626,0.0102111624624196,0.2293137825039461,-0.875519178358712,-0.167019556989953,0.0159715586463243,1.0,1.0,0.768270132286377,0.33333333333333337,0.8203206931239421,0.6023,0.5592,0.6718,0,0.225,0.5,"{'fatigued': 0.5, 'top_performer': 0.3, 'stable': 0.2}",0.7703703703703704,0.4125,0.5445601851851852,0.8203206931239421,tired,distinct,Refresh
500597,20099,WayPoint,WayPoint Travel,travel,interstitial,discount,last-minute deal,Get offer,Last-minute savings,Hotels + flights in one tap,fatigued,13.0,1,0.6290123456790123,7.33940152402404,0.3289820564859461,0.0060110891524309,0.0547291926876348,-0.8420368967749245,-0.2236637132178635,0.0128628089547766,1.0,0.9680290429472679,1.0,0.1333333333333333,0.8186739274034835,0.5599,0.5186,0.5843,0,0.3,0.4,"{'stable': 0.5, 'fatigued': 0.4, 'top_performer': 0.1}",0.5972222222222222,0.4125,0.47673611111111114,0.8186739274034835,tired,distinct,Refresh
500127,20021,RouteBloom,RouteBloom Getaway,travel,interstitial,destination,discover,Shop now,Book your next trip,Hotels + flights in one tap,fatigued,13.0,1,0.5916666666666667,6.155751719796082,0.3237679628119422,0.0059311041502933,0.0545881432205047,-0.8209709648828164,-0.3391304347826086,0.0114313536952088,1.0,0.9438110615661496,1.0,0.1333333333333333,0.8126194320582041,0.6071,0.552,0.6631,0,0.4,0.4,"{'stable': 0.6, 'fatigued': 0.4}",0.7416666666666667,0.4125,0.5739583333333333,0.8126194320582041,tired,moderate_repetition,Refresh
500963,20160,FreshDash,FreshDash Eats,food_delivery,native,combo,free delivery,Watch now,2-for-1 tonight,Fresh favorites nearby,fatigued,12.0,1,0.595679012345679,3.2932979006112144,0.4855315901958008,0.0050731217767895,0.09570666969147,-0.8437180410083619,-0.1947490347490348,0.0116671102830272,1.0,0.9699617331293534,0.8958224377177909,0.19999999999999996,0.8116549208258965,0.4578,0.3782,0.5589,0,0.35,0.2,"{'stable': 0.8, 'fatigued': 0.2}",0.041666666666666664,0.4125,0.2114583333333333,0.8116549208258965,tired,distinct,Refresh
500184,20030,IronQuest,IronQuest Saga,gaming,interstitial,trust,competition,Get offer,Win epic rewards,No ads in first week,fatigued,12.0,1,0.6759259259259259,1.8718528115594173,1.1178591740794834,0.0067481719980201,0.1656536280354806,-0.8806570275872815,-0.0525002388567417,0.0160611049847303,1.0,1.0,0.24149486550225754,0.19999999999999996,0.6882989731004515,0.7551,0.6609,0.8461,2,0.3,0.5,"{'fatigued': 0.5, 'stable': 0.5}",0.9842592592592593,0.9768518518518519,0.8113425925925926,0.8113425925925926,tired,high_repetition,Refresh
500290,20048,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,fantasy,free rewards,Shop now,Beat your rivals,Free rewards for new players,fatigued,13.0,1,0.7166666666666667,1.6264505595431014,1.816568655820505,0.0092430724786022,0.1965329883570504,-0.7932178922952559,-0.0440197790947746,0.0178064433672025,1.0,0.9119053571977536,0.20248575746368402,0.1333333333333333,0.6451401574588418,0.8543,0.7431,0.9512,4,0.25,0.5,"{'fatigued': 0.5, 'stable': 0.3, 'top_performer': 0.2}",0.9972222222222222,0.9981481481481481,0.8106481481481481,0.8106481481481481,at_risk,high_repetition,Refresh
500738,20123,HorizonHop,HorizonHop Flights,travel,rewarded_video,fantasy,book now,Shop now,Last-minute savings,Flexible booking options,fatigued,12.0,1,0.7043209876543209,6.175488567581257,0.4020018874342556,0.0068541508092011,0.058650866989183,-0.7977281288037438,-0.207994377954768,0.0119016549930757,1.0,0.9170904505677706,0.9567494438734787,0.19999999999999996,0.8106225014166384,0.5741,0.514,0.6951,0,0.275,0.3,"{'stable': 0.4, 'fatigued': 0.3, 'top_performer': 0.3}",0.5745370370370371,0.4125,0.45914351851851853,0.8106225014166384,tired,distinct,Refresh
500383,20063,WayPoint,WayPoint Travel,travel,rewarded_video,family,escape,Get offer,Book your next trip,Flexible booking options,fatigued,14.0,1,0.6975308641975309,7.005295251409241,0.417209297354031,0.0061297010609184,0.0680635634931795,-0.8600136828046797,-0.2344170514308288,0.0131166947823256,1.0,0.9886956563015082,1.0,0.06666666666666665,0.8105072474087104,0.5463,0.4747,0.5872,0,0.3,0.5,"{'fatigued': 0.5, 'stable': 0.4, 'top_performer': 0.1}",0.3787037037037037,0.4125,0.36747685185185186,0.8105072474087104,tired,distinct,Refresh
500611,20101,BingeLayer,BingeLayer Plus,entertainment,rewarded_video,drama,exclusive,Try for free,A new season drops,New hits every week,fatigued,13.0,1,0.6432098765432098,1.8638649479803,0.7225924185611854,0.0064654886959593,0.1117614541670731,-0.8428405507040928,-0.2079808464448408,0.0118530147024873,1.0,0.9689529458627971,0.9566872005343802,0.1333333333333333,0.8102423432392419,0.5308,0.4946,0.612,0,0.425,0.2,"{'stable': 0.8, 'fatigued': 0.2}",0.48333333333333334,0.4125,0.4510416666666667,0.8102423432392419,tired,distinct,Refresh
500323,20053,PulsePlay,PulsePlay Play,entertainment,native,ugc,watch now,Shop now,Watch what’s trending,Start free today,fatigued,13.0,1,0.5947530864197531,2.1564205842749256,0.5753255887720718,0.005474442488128,0.1050930007977495,-0.8111762149327862,-0.2209383539713624,0.0106853340187136,1.0,0.93255074452262,1.0,0.1333333333333333,0.8098043527973215,0.5978,0.4947,0.7973,0,0.325,0.0,"{'stable': 0.9, 'underperformer': 0.1}",0.4842592592592593,0.4125,0.42650462962962965,0.8098043527973215,tired,distinct,Refresh
500326,20054,StormByte,StormByte Saga,gaming,rewarded_video,competitive,free rewards,Shop now,Beat your rivals,Free rewards for new players,fatigued,15.0,1,0.6688271604938271,1.3018728131440236,1.9558572367349225,0.0083113408146486,0.2353239122727042,-0.8842562526146884,-0.0650465289082888,0.0171510935107588,1.0,1.0,0.2992063101457442,0.0,0.6598412620291488,0.8254,0.7334,0.8999,3,0.25,0.4,"{'stable': 0.4, 'fatigued': 0.4, 'top_performer': 0.2}",0.9962962962962963,0.9935185185185185,0.8090277777777779,0.8090277777777779,tired,high_repetition,Refresh
500957,20159,HorizonHop,HorizonHop Escapes,travel,interstitial,wanderlust,last-minute deal,Order now,Fly smarter,Special fares today,fatigued,13.0,1,0.5873456790123456,5.968209024139282,0.3000630614845615,0.0063777390643898,0.0470485008017911,-0.795446087423837,-0.2479511997834885,0.0116034899919348,1.0,0.9144669523084685,1.0,0.1333333333333333,0.8052834047437838,0.7361,0.5909,0.9639,1,0.3,0.2,"{'stable': 0.7, 'fatigued': 0.2, 'top_performer': 0.1}",0.8648148148148148,0.8939814814814815,0.7309027777777778,0.8052834047437838,tired,moderate_repetition,Refresh
500198,20033,NomadLayer,NomadLayer Getaway,travel,rewarded_video,destination,last-minute deal,Learn more,Escape this weekend,Special fares today,fatigued,12.0,1,0.6030864197530864,5.971331765849122,0.3610650270033261,0.0057083572732062,0.063252002235053,-0.8347016961371588,-0.1905159203132981,0.0110469480515642,1.0,0.9595962922205494,0.8763506139018383,0.19999999999999996,0.8051691958355051,0.6077,0.5229,0.6717,0,0.35,0.2,"{'top_performer': 0.5, 'stable': 0.3, 'fatigued': 0.2}",0.6166666666666667,0.4125,0.4989583333333334,0.8051691958355051,tired,distinct,Refresh
500832,20138,IronQuest,IronQuest Rush,gaming,rewarded_video,gameplay,challenge,Shop now,Win epic rewards,Free rewards for new players,fatigued,14.0,1,0.8070987654320988,2.3635841389219463,1.7489430931389292,0.0087822909210962,0.199144290351136,-0.8653529172703165,-0.1827962812528206,0.0179999324501186,1.0,0.9948337887867204,0.840841190759536,0.06666666666666665,0.7802100186819205,0.8176,0.7233,0.9137,3,0.225,0.6,"{'fatigued': 0.6, 'stable': 0.3, 'top_performer': 0.1}",0.9953703703703703,0.9935185185185185,0.8023148148148147,0.8023148148148147,tired,high_repetition,Refresh
500489,20081,DriftPass,DriftPass Travel,travel,rewarded_video,wanderlust,new collection,Start now,Escape this weekend,Hotels + flights in one tap,fatigued,13.0,1,0.837037037037037,7.659898212927305,0.5435540413644009,0.0075678023511642,0.071824555682374,-0.818496307241361,-0.2061116934642122,0.0143899525586237,1.0,0.9409661262937697,0.9480893187439418,0.1333333333333333,0.8015260619888973,0.6812,0.612,0.882,1,0.25,0.6,"{'fatigued': 0.6, 'top_performer': 0.4}",0.925,0.8939814814814815,0.7484953703703704,0.8015260619888973,tired,moderate_repetition,Refresh
500687,20114,NeonArena,NeonArena Quest,gaming,playable,fantasy,power-up,Start now,Beat your rivals,Free rewards for new players,fatigued,12.0,1,0.7981481481481483,2.3718434265909547,1.6030199402419574,0.0084215658278717,0.1903470177643984,-0.8831598532166587,-0.0475460682357233,0.0192137823022709,1.0,1.0,0.21870626884343602,0.19999999999999996,0.6837412537686872,0.8645,0.7488,0.9512,5,0.2,0.5,"{'fatigued': 0.5, 'stable': 0.4, 'top_performer': 0.1}",0.9981481481481481,1.0,0.799074074074074,0.799074074074074,tired,high_repetition,Refresh
500252,20042,NeonArena,NeonArena Arena,gaming,playable,competitive,challenge,Install now,Beat your rivals,Free rewards for new players,fatigued,10.0,1,0.7191358024691358,1.898366610268144,1.414339107254455,0.0074793282048618,0.1890997518112762,-0.8952256947587206,-0.0188488147884946,0.0174173679891605,1.0,1.0,0.08670231014844126,0.33333333333333337,0.6840071286963549,0.8619,0.7616,0.9573,4,0.2,0.4,"{'stable': 0.4, 'fatigued': 0.4, 'top_performer': 0.2}",0.9990740740740741,0.9981481481481481,0.799074074074074,0.799074074074074,tired,high_repetition,Refresh
500363,20060,GlitchWave,GlitchWave Saga,gaming,interstitial,discount,power-up,Try for free,Beat your rivals,No ads in first week,fatigued,12.0,1,0.633641975308642,1.3288418863316949,1.2338475934753468,0.007554802739666,0.1633196307028775,-0.8419207250488968,-0.1805198217786902,0.0155539974331415,1.0,0.9678954886989982,0.8303697474576001,0.19999999999999996,0.7980478216662695,0.6067,0.5465,0.765,0,0.325,0.3,"{'stable': 0.6, 'fatigued': 0.3, 'top_performer': 0.1}",0.7231481481481481,0.4125,0.545949074074074,0.7980478216662695,tired,distinct,Refresh
500975,20162,StormByte,StormByte Arena,gaming,rewarded_video,product-focus,save smarter,Shop now,Join the arena,Free rewards for new players,fatigued,10.0,1,0.6157407407407408,0.9933223413202108,1.5683172429379912,0.0073811698089004,0.2124754318816592,-0.8841855753994967,-0.1421845566807811,0.0161174566224257,1.0,1.0,0.6540320794695594,0.33333333333333337,0.7974730825605785,0.6348,0.5859,0.6882,0,0.125,0.6,"{'fatigued': 0.6, 'stable': 0.4}",0.8472222222222222,0.4125,0.5579861111111111,0.7974730825605785,tired,moderate_repetition,Refresh
500561,20093,RouteBloom,RouteBloom Travel,travel,interstitial,discount,book now,Order now,Book your next trip,Special fares today,fatigued,11.0,1,0.6024691358024691,8.890627927073199,0.2823543422534854,0.0059601902341027,0.047373377553945,-0.8361536500901119,-0.1661459377677316,0.0117737552195284,1.0,0.9612654988798585,0.7642515875870618,0.2666666666666667,0.7965000255707103,0.6767,0.5852,0.7983,0,0.425,0.3,"{'stable': 0.7, 'fatigued': 0.3}",0.8444444444444444,0.4125,0.6315972222222223,0.7965000255707103,tired,moderate_repetition,Refresh
500705,20117,DriftPass,DriftPass Getaway,travel,rewarded_video,competitive,challenge,Watch now,Fly smarter,Flexible booking options,fatigued,15.0,1,0.7188271604938272,7.77559437967335,0.3982190655558104,0.0064261444090506,0.0619685833693615,-0.8556094395452953,-0.2173792414615876,0.0137795974202373,1.0,0.9836324157195121,0.9999187017604914,0.0,0.7958918442819763,0.5947,0.4755,0.7913,0,0.275,0.3,"{'top_performer': 0.4, 'stable': 0.3, 'fatigued': 0.3}",0.38333333333333336,0.4125,0.36354166666666665,0.7958918442819763,tired,distinct,Refresh
500266,20044,CoinBridge,CoinBridge Pay,fintech,interstitial,testimonial,earn more,Start now,Save with confidence,Built for peace of mind,stable,,0,0.6018518518518519,5.358474869434784,0.4629861605219116,0.0049737941816068,0.0930851063829787,-0.7530443380831369,-0.2024159054661446,0.0075078540443029,0.0,0.8657207216019779,0.9310891327456722,0.0,0.4026480069496289,0.7143,0.6275,0.8214,2,0.3,0.2,"{'stable': 0.8, 'fatigued': 0.2}",0.9513888888888888,0.9768518518518519,0.7949074074074074,0.7949074074074074,at_risk,high_repetition,Refresh
500886,20147,CloudRoute,CloudRoute Getaway,travel,native,wanderlust,2-for-1,Order now,Book your next trip,Flexible booking options,fatigued,12.0,1,0.6092592592592593,8.9390385932267,0.3164715904574794,0.0055750688654859,0.0567655033674451,-0.79723576589418,-0.1910260499734183,0.0095534154327963,1.0,0.9165244164688454,0.8786971497718103,0.19999999999999996,0.7948705340715735,0.4684,0.4138,0.5686,0,0.3,0.1,"{'stable': 0.8, 'top_performer': 0.1, 'fatigued': 0.1}",0.12962962962962962,0.4125,0.2429398148148148,0.7948705340715735,tired,distinct,Refresh
500679,20113,MoonScreen,MoonScreen Play,entertainment,interstitial,drama,trending,Try for free,Exclusive tonight,Cancel anytime,fatigued,11.0,1,0.6092592592592593,2.611101737207523,0.4783012660969397,0.0055845494858898,0.0856472428627297,-0.791467927164744,-0.178218744279499,0.0103451237348031,1.0,0.9098935485977163,0.8197850641632289,0.2666666666666667,0.7947637333154082,0.5618,0.4915,0.694,0,0.375,0.1,"{'stable': 0.8, 'fatigued': 0.1, 'underperformer': 0.1}",0.4638888888888889,0.4125,0.4288194444444444,0.7947637333154082,tired,distinct,Refresh
500973,20162,StormByte,StormByte Arena,gaming,playable,reward,challenge,Get offer,Join the arena,No ads in first week,fatigued,11.0,1,0.6265432098765432,0.9875000672272582,1.7196984485531293,0.0078357404886309,0.2194685302618523,-0.8902200441147774,-0.1502444250987744,0.0176362724379794,1.0,1.0,0.6911065172617457,0.2666666666666667,0.7915546367856825,0.6595,0.5885,0.9521,1,0.2,0.5,"{'fatigued': 0.5, 'stable': 0.5}",0.8578703703703704,0.8939814814814815,0.7024305555555556,0.7915546367856825,tired,moderate_repetition,Refresh
500573,20095,NeonCast,NeonCast Stream,entertainment,rewarded_video,celebrity,trending,Start now,Watch what’s trending,Cancel anytime,fatigued,11.0,1,0.6570987654320987,2.2661262279057097,0.5795400258074977,0.0061678629853129,0.0939612353885797,-0.8260529300029492,-0.0321899881532908,0.0112033608922788,1.0,0.9496534300542475,0.14807012365811323,0.2666666666666667,0.6703607155785178,0.7263,0.642,0.8218,2,0.25,0.4,"{'stable': 0.5, 'fatigued': 0.4, 'underperformer': 0.1}",0.9685185185185186,0.9768518518518519,0.7909722222222222,0.7909722222222222,tired,high_repetition,Refresh
500399,20066,IronQuest,IronQuest Battle,gaming,playable,gameplay,last-minute deal,Book now,Win epic rewards,Play with friends tonight,fatigued,15.0,1,0.7126543209876544,1.5296330641192348,2.31192535358987,0.0099164365383925,0.2331407400873285,-0.7950579115622743,-0.0550031311447103,0.0185109519460334,1.0,0.9140206945385264,0.2530078728639754,0.0,0.6291067482074267,0.8018,0.6823,0.9207,2,0.2,0.6,"{'fatigued': 0.6, 'stable': 0.4}",0.9925925925925926,0.9768518518518519,0.7905092592592593,0.7905092592592593,at_risk,high_repetition,Refresh
501065,20177,NomadLayer,NomadLayer Getaway,travel,interstitial,family,discover,Shop now,Book your next trip,Hotels + flights in one tap,fatigued,12.0,1,0.619753086419753,7.939889254038408,0.3100315341129284,0.0059194866007992,0.0523747336586707,-0.8331915099201872,-0.1740455990286948,0.0116487850361307,1.0,0.9578601401304374,0.8005890914779554,0.19999999999999996,0.7895828533282006,0.708,0.6369,0.7681,0,0.375,0.4,"{'stable': 0.6, 'fatigued': 0.4}",0.9638888888888889,0.4125,0.6788194444444445,0.7895828533282006,tired,moderate_repetition,Refresh
500982,20163,ZenDrop,ZenDrop Store,ecommerce,rewarded_video,testimonial,last-minute deal,Shop now,Your next favorite pick,Free shipping over $25,fatigued,15.0,1,0.7611111111111111,2.918519775415037,0.5918899637479311,0.0075778118466633,0.0781082950757814,-0.8255216882550264,-0.3154511320969393,0.0151689451296182,1.0,0.9490426997610917,1.0,0.0,0.7872606749402729,0.6454,0.5414,0.7194,0,0.225,0.3,"{'stable': 0.7, 'fatigued': 0.3}",0.7060185185185185,0.4125,0.5123842592592592,0.7872606749402729,tired,distinct,Refresh
500320,20053,PulsePlay,PulsePlay Play,entertainment,rewarded_video,ugc,watch now,Shop now,Watch what’s trending,New hits every week,fatigued,14.0,1,0.6330246913580247,1.8413110865592552,0.7056489783793732,0.0063575920227615,0.1109931206426889,-0.7987545586023688,-0.1547995680971088,0.0111137476476373,1.0,0.918270462820703,0.7120596342318993,0.06666666666666665,0.7353128758848889,0.759,0.6394,0.8145,1,0.325,0.3,"{'stable': 0.6, 'fatigued': 0.3, 'underperformer': 0.1}",0.9648148148148148,0.8939814814814815,0.7871527777777778,0.7871527777777778,tired,high_repetition,Refresh
500254,20042,NeonArena,NeonArena Arena,gaming,rewarded_video,fantasy,power-up,Start now,Join the arena,Play with friends tonight,fatigued,10.0,1,0.7691358024691358,2.195094784916809,1.492093850013873,0.0078774023731061,0.1894144515339156,-0.9003128653642095,-0.0353130269645385,0.0195804220562541,1.0,1.0,0.16243573139827203,0.33333333333333337,0.6991538129463211,0.7245,0.647,0.8863,1,0.3,0.5,"{'fatigued': 0.5, 'stable': 0.4, 'top_performer': 0.1}",0.975,0.8939814814814815,0.7859953703703704,0.7859953703703704,tired,high_repetition,Refresh
500458,20076,SnapMeal,SnapMeal Go,food_delivery,native,destination,free delivery,Order now,"Fast food, fast",Late-night deals available,fatigued,11.0,1,0.6151234567901235,2.613177977542366,0.513998063690084,0.0054253102706815,0.0947407683700111,-0.8474229532866371,-0.1511549970709463,0.0121837230331736,1.0,0.9742210033592908,0.6952950402235138,0.2666666666666667,0.7859475922178588,0.486,0.4568,0.5653,0,0.25,0.0,"{'stable': 0.9, 'underperformer': 0.1}",0.30648148148148147,0.4125,0.3188657407407407,0.7859475922178588,tired,distinct,Refresh
500292,20048,VoxelRealm,VoxelRealm Legends,gaming,rewarded_video,feature-focus,fast,Learn more,Level up today,Free rewards for new players,fatigued,10.0,1,0.5919753086419753,1.1891264917570674,1.3547728740317286,0.0065223126385901,0.207713574785734,-0.8623036161376172,-0.1291329203674872,0.0148015630538861,1.0,0.9913282273695775,0.593996102020696,0.33333333333333337,0.7832979439132002,0.6215,0.5424,0.8785,1,0.225,0.2,"{'stable': 0.7, 'fatigued': 0.2, 'top_performer': 0.1}",0.712037037037037,0.8939814814814815,0.6357638888888889,0.7832979439132002,tired,moderate_repetition,Refresh
500181,20030,IronQuest,IronQuest Saga,gaming,playable,testimonial,competition,Book now,Win epic rewards,Free rewards for new players,fatigued,14.0,1,0.8444444444444444,2.626345336017448,2.073982577366754,0.0097601038718554,0.2124959533829718,-0.8409725578394248,-0.1496787586629673,0.0190612102885559,1.0,0.9668054492959095,0.6885045188173741,0.06666666666666665,0.7427355994207855,0.7727,0.6783,0.9137,2,0.175,0.4,"{'stable': 0.5, 'fatigued': 0.4, 'top_performer': 0.1}",0.9898148148148148,0.9768518518518519,0.7828703703703703,0.7828703703703703,tired,high_repetition,Refresh
500148,20024,GlitchWave,GlitchWave Quest,gaming,playable,food-closeup,challenge,Start now,Win epic rewards,Play with friends tonight,fatigued,11.0,1,0.7419753086419753,1.8293660060704056,1.81143525320508,0.0088181726224772,0.2054207068466527,-0.8626302959637626,-0.1417152978193048,0.016640864853128,1.0,0.9917037875863149,0.6518735444208489,0.2666666666666667,0.7816339891140819,0.6823,0.6013,0.7779,0,0.1,0.5,"{'stable': 0.5, 'fatigued': 0.5}",0.9009259259259259,0.4125,0.578587962962963,0.7816339891140819,tired,moderate_repetition,Refresh
