creative_id,landscape_x,landscape_y,landscape_method,vertical,format,creative_status,perf_score,overall_roas,asset_file
500015,0.568681,0.24680889,tsne_pca_fallback,fintech,banner,stable,0.3101851851851852,6.06685674054334,assets/creative_500015.png
500016,0.41865957,-0.14447302,tsne_pca_fallback,fintech,interstitial,stable,0.4858024691358024,6.453928537255652,assets/creative_500016.png
500017,0.76296973,0.06889498,tsne_pca_fallback,fintech,banner,stable,0.2935185185185185,5.647415270613856,assets/creative_500017.png
500018,0.8068007,-0.63888884,tsne_pca_fallback,travel,rewarded_video,top_performer,0.8944444444444444,10.289326807917238,assets/creative_500018.png
500019,0.700894,-0.69615996,tsne_pca_fallback,travel,interstitial,stable,0.4132716049382716,5.191783577837914,assets/creative_500019.png
500020,0.39828277,-0.43726408,tsne_pca_fallback,travel,native,stable,0.645679012345679,9.194727717911022,assets/creative_500020.png
500021,0.9702544,0.068075776,tsne_pca_fallback,travel,banner,stable,0.3435185185185185,5.713236568668226,assets/creative_500021.png
500022,0.89501774,-0.5032903,tsne_pca_fallback,travel,rewarded_video,stable,0.6885802469135802,6.640464526292745,assets/creative_500022.png
500023,0.6539004,-0.4715687,tsne_pca_fallback,travel,interstitial,fatigued,0.7404320987654321,8.705089147456153,assets/creative_500023.png
500024,0.032864094,0.896798,tsne_pca_fallback,food_delivery,banner,stable,0.5972222222222222,2.151357482608445,assets/creative_500024.png
500025,-0.13891459,0.7349838,tsne_pca_fallback,food_delivery,banner,stable,0.3759259259259259,1.6872810313486946,assets/creative_500025.png
500026,-0.2648089,0.2654494,tsne_pca_fallback,food_delivery,banner,stable,0.4817901234567901,1.853571245098207,assets/creative_500026.png
500027,0.08168459,0.8942201,tsne_pca_fallback,food_delivery,banner,stable,0.2700617283950617,1.3782703782442098,assets/creative_500027.png
500028,-0.2693243,0.2912357,tsne_pca_fallback,food_delivery,banner,stable,0.683641975308642,2.4328943580654863,assets/creative_500028.png
500029,-0.21066582,0.29912257,tsne_pca_fallback,food_delivery,banner,stable,0.2435185185185185,1.4724911182311624,assets/creative_500029.png
500030,0.12841642,-0.41656643,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.6953703703703704,2.40967365807916,assets/creative_500030.png
500031,0.24683452,-0.9319005,tsne_pca_fallback,entertainment,interstitial,stable,0.3253086419753086,1.7159389441873223,assets/creative_500031.png
500032,0.27324498,-0.8710447,tsne_pca_fallback,entertainment,interstitial,stable,0.4759259259259258,1.977986707824744,assets/creative_500032.png
500033,0.22554576,-0.48702878,tsne_pca_fallback,entertainment,native,stable,0.3271604938271604,2.03790345822002,assets/creative_500033.png
500034,0.33501017,-0.35200512,tsne_pca_fallback,entertainment,banner,underperformer,0.1950617283950617,1.8182816302299845,assets/creative_500034.png
500035,0.27057755,-0.18318093,tsne_pca_fallback,entertainment,rewarded_video,stable,0.6972222222222223,2.4511588694097983,assets/creative_500035.png
500036,-0.6051095,0.06163776,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.6990740740740741,1.6792476112788166,assets/creative_500036.png
500037,-0.7015557,0.05446291,tsne_pca_fallback,gaming,native,fatigued,0.5916666666666667,1.7615166158630438,assets/creative_500037.png
500038,-0.78441525,0.16216516,tsne_pca_fallback,gaming,rewarded_video,top_performer,0.7802469135802469,2.0314427869495115,assets/creative_500038.png
500039,-0.7210125,0.17124426,tsne_pca_fallback,gaming,interstitial,fatigued,0.65,1.599214387565447,assets/creative_500039.png
500040,-0.8165739,0.38090765,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.6895061728395063,1.6974533095208426,assets/creative_500040.png
500041,-0.8211713,0.4583739,tsne_pca_fallback,gaming,rewarded_video,stable,0.5780864197530864,1.316435287900001,assets/creative_500041.png
500042,-0.012474954,0.12106395,tsne_pca_fallback,ecommerce,banner,stable,0.3040123456790123,1.862391222519128,assets/creative_500042.png
500043,0.36184263,0.6930543,tsne_pca_fallback,ecommerce,interstitial,stable,0.7777777777777778,2.8590471441043595,assets/creative_500043.png
500044,0.11239302,0.25556302,tsne_pca_fallback,ecommerce,native,stable,0.649074074074074,2.467511005844395,assets/creative_500044.png
500045,-0.15043682,-0.014949977,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.578395061728395,1.779816300722664,assets/creative_500045.png
500046,-0.09450501,0.021222472,tsne_pca_fallback,ecommerce,banner,stable,0.5981481481481481,2.4469275799038885,assets/creative_500046.png
500047,0.19051337,0.697422,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.7435185185185186,2.3564451941460614,assets/creative_500047.png
500048,0.4212259,-0.27386367,tsne_pca_fallback,fintech,native,stable,0.6052469135802468,7.980125027952726,assets/creative_500048.png
500049,0.550323,0.18791246,tsne_pca_fallback,fintech,banner,stable,0.3657407407407407,5.789343806789043,assets/creative_500049.png
500050,0.41889167,-0.07390118,tsne_pca_fallback,fintech,banner,stable,0.2876543209876543,5.087406242331003,assets/creative_500050.png
500051,0.6889951,-0.12509608,tsne_pca_fallback,fintech,banner,stable,0.3126543209876544,5.292489391659645,assets/creative_500051.png
500052,0.68673825,0.11409557,tsne_pca_fallback,fintech,banner,stable,0.2685185185185185,4.750693877929218,assets/creative_500052.png
500053,0.437932,-0.1593551,tsne_pca_fallback,fintech,interstitial,stable,0.4805555555555555,5.730642006482579,assets/creative_500053.png
500054,0.7950121,-0.6053535,tsne_pca_fallback,travel,rewarded_video,fatigued,0.7222222222222222,7.150438808452111,assets/creative_500054.png
500055,0.93513787,-0.13702619,tsne_pca_fallback,travel,rewarded_video,top_performer,0.854320987654321,9.660271947292308,assets/creative_500055.png
500056,0.789315,-0.500273,tsne_pca_fallback,travel,rewarded_video,fatigued,0.7768518518518519,7.852382015637678,assets/creative_500056.png
500057,0.9303967,-0.28331,tsne_pca_fallback,travel,interstitial,stable,0.4993827160493827,5.679441634512126,assets/creative_500057.png
500058,0.46416223,-0.5004833,tsne_pca_fallback,travel,native,stable,0.4598765432098765,7.2703720416047775,assets/creative_500058.png
500059,1.0,0.19932938,tsne_pca_fallback,travel,rewarded_video,fatigued,0.6216049382716049,6.013565089664496,assets/creative_500059.png
500060,0.22647679,0.17748427,tsne_pca_fallback,food_delivery,native,stable,0.3824074074074073,2.407225541094152,assets/creative_500060.png
500061,0.20635295,0.17896926,tsne_pca_fallback,food_delivery,native,stable,0.3148148148148148,2.1707934878017023,assets/creative_500061.png
500062,-0.15714645,0.5186951,tsne_pca_fallback,food_delivery,interstitial,stable,0.4802469135802469,2.3493449299389786,assets/creative_500062.png
500063,-0.15454626,0.3974303,tsne_pca_fallback,food_delivery,interstitial,stable,0.412037037037037,2.003405443334677,assets/creative_500063.png
500064,-0.15759104,0.525635,tsne_pca_fallback,food_delivery,interstitial,stable,0.5638888888888888,2.439404085138611,assets/creative_500064.png
500065,0.040845633,0.63014114,tsne_pca_fallback,food_delivery,native,stable,0.4037037037037037,2.4721365954941814,assets/creative_500065.png
500066,0.286211,-0.9597808,tsne_pca_fallback,entertainment,rewarded_video,stable,0.5151234567901234,1.7640644780150223,assets/creative_500066.png
500067,0.053533316,-0.55153966,tsne_pca_fallback,entertainment,interstitial,stable,0.2398148148148148,1.4347813591993264,assets/creative_500067.png
500068,0.31740355,-0.9434641,tsne_pca_fallback,entertainment,rewarded_video,stable,0.3175925925925926,1.4047334882166385,assets/creative_500068.png
500069,0.49302602,0.5014733,tsne_pca_fallback,entertainment,rewarded_video,stable,0.5558641975308642,1.8132314882693672,assets/creative_500069.png
500070,0.12657881,-0.31731784,tsne_pca_fallback,entertainment,rewarded_video,fatigued,0.6811728395061728,2.203755520198999,assets/creative_500070.png
500071,0.2908646,-0.6194396,tsne_pca_fallback,entertainment,native,underperformer,0.2169753086419753,1.6147991130235102,assets/creative_500071.png
500072,-0.6130156,0.14509869,tsne_pca_fallback,gaming,interstitial,stable,0.5530864197530864,1.0806670939235414,assets/creative_500072.png
500073,-0.6154306,0.5120975,tsne_pca_fallback,gaming,banner,stable,0.3601851851851851,0.821152500920901,assets/creative_500073.png
500074,-0.64379025,0.44035912,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.645679012345679,1.2865844509643354,assets/creative_500074.png
500075,-0.90896386,0.4924959,tsne_pca_fallback,gaming,interstitial,stable,0.5635802469135802,1.0444223763637257,assets/creative_500075.png
500076,-0.8584366,0.49800313,tsne_pca_fallback,gaming,playable,stable,0.5188271604938272,0.8868538675813281,assets/creative_500076.png
500077,-0.98519146,0.11451566,tsne_pca_fallback,gaming,interstitial,stable,0.5580246913580247,1.1582750687956958,assets/creative_500077.png
500078,-0.045419276,0.019399047,tsne_pca_fallback,ecommerce,banner,underperformer,0.1854938271604938,2.3402753971769106,assets/creative_500078.png
500079,0.30606902,0.51387966,tsne_pca_fallback,ecommerce,banner,underperformer,0.1935185185185185,2.257436047448962,assets/creative_500079.png
500080,0.32854378,0.44614398,tsne_pca_fallback,ecommerce,interstitial,stable,0.4435185185185185,2.9140685983842083,assets/creative_500080.png
500081,0.21477127,0.4923966,tsne_pca_fallback,ecommerce,native,stable,0.3290123456790123,3.075088705372562,assets/creative_500081.png
500082,0.34514987,0.6311277,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.4302469135802469,2.707077403785389,assets/creative_500082.png
500083,0.069637656,0.1450063,tsne_pca_fallback,ecommerce,native,stable,0.3854938271604938,3.472076565402454,assets/creative_500083.png
500084,0.6587446,0.33572078,tsne_pca_fallback,fintech,native,stable,0.719753086419753,9.254314865350988,assets/creative_500084.png
500085,0.21485674,0.027649045,tsne_pca_fallback,fintech,native,stable,0.587037037037037,7.583132408734466,assets/creative_500085.png
500086,0.59997725,0.027592301,tsne_pca_fallback,fintech,interstitial,stable,0.4450617283950617,5.1322460689446325,assets/creative_500086.png
500087,0.8005363,0.042024016,tsne_pca_fallback,fintech,interstitial,fatigued,0.6768518518518519,7.154073706069809,assets/creative_500087.png
500088,0.319754,0.11979663,tsne_pca_fallback,fintech,native,stable,0.5984567901234569,8.044623611234359,assets/creative_500088.png
500089,0.78280675,0.04174888,tsne_pca_fallback,fintech,interstitial,stable,0.5373456790123458,6.018475622423272,assets/creative_500089.png
500090,0.55801666,-0.25759584,tsne_pca_fallback,travel,rewarded_video,top_performer,0.8975308641975309,9.894449070578972,assets/creative_500090.png
500091,0.7319312,-0.4945194,tsne_pca_fallback,travel,rewarded_video,top_performer,0.8478395061728395,8.432853323948484,assets/creative_500091.png
500092,0.54008913,-0.5708376,tsne_pca_fallback,travel,native,stable,0.6858024691358025,9.316727564056889,assets/creative_500092.png
500093,0.54065835,-0.5874702,tsne_pca_fallback,travel,native,stable,0.7404320987654321,9.842602391369589,assets/creative_500093.png
500094,0.81210375,-0.51015544,tsne_pca_fallback,travel,rewarded_video,top_performer,0.9209876543209876,10.86979608380635,assets/creative_500094.png
500095,0.7140336,0.43195498,tsne_pca_fallback,travel,native,stable,0.7632716049382716,9.768010297216604,assets/creative_500095.png
500096,0.16608143,0.45400465,tsne_pca_fallback,food_delivery,native,stable,0.2916666666666667,2.3503444487221747,assets/creative_500096.png
500097,-0.29309338,0.29395866,tsne_pca_fallback,food_delivery,banner,stable,0.362962962962963,2.55851435046144,assets/creative_500097.png
500098,-0.101837695,0.60926414,tsne_pca_fallback,food_delivery,interstitial,stable,0.5608024691358025,2.7421905260314547,assets/creative_500098.png
500099,-0.12729001,0.63679874,tsne_pca_fallback,food_delivery,interstitial,stable,0.407716049382716,2.190700643398236,assets/creative_500099.png
500100,0.024992585,0.5850241,tsne_pca_fallback,food_delivery,banner,underperformer,0.0848765432098765,1.5819462119856738,assets/creative_500100.png
500101,0.048621774,0.45356846,tsne_pca_fallback,food_delivery,native,stable,0.337037037037037,2.2273522888740733,assets/creative_500101.png
500102,0.49080753,0.46953058,tsne_pca_fallback,entertainment,rewarded_video,stable,0.475,1.5453653059383363,assets/creative_500102.png
500103,0.09518778,-0.5274159,tsne_pca_fallback,entertainment,banner,underperformer,0.191358024691358,1.4939672792130436,assets/creative_500103.png
500104,0.35142338,-0.6261785,tsne_pca_fallback,entertainment,native,stable,0.4858024691358024,2.090932548306793,assets/creative_500104.png
500105,0.16935551,-0.38983095,tsne_pca_fallback,entertainment,interstitial,stable,0.5509259259259259,1.847842274068944,assets/creative_500105.png
500106,0.29893887,-0.19096029,tsne_pca_fallback,entertainment,rewarded_video,stable,0.579320987654321,1.7124983774732303,assets/creative_500106.png
500107,0.4352579,0.24120724,tsne_pca_fallback,entertainment,interstitial,stable,0.4981481481481482,1.6991287700119309,assets/creative_500107.png
500108,-0.87915635,0.42137253,tsne_pca_fallback,gaming,banner,stable,0.3802469135802469,1.2016122548344184,assets/creative_500108.png
500109,-0.5759406,0.47510934,tsne_pca_fallback,gaming,interstitial,stable,0.5509259259259259,1.1981818901365635,assets/creative_500109.png
500110,-0.9372614,0.2411493,tsne_pca_fallback,gaming,interstitial,stable,0.441358024691358,1.0410351395649533,assets/creative_500110.png
500111,-0.94224674,0.099550486,tsne_pca_fallback,gaming,playable,stable,0.4972222222222222,1.0348318977675073,assets/creative_500111.png
500112,-0.89615124,0.17140865,tsne_pca_fallback,gaming,playable,fatigued,0.650925925925926,1.4348041166125531,assets/creative_500112.png
500113,-0.6016202,0.3685994,tsne_pca_fallback,gaming,playable,fatigued,0.5830246913580247,1.1456034471882637,assets/creative_500113.png
500114,-0.08093828,0.25249207,tsne_pca_fallback,ecommerce,rewarded_video,fatigued,0.616358024691358,1.9889263800876007,assets/creative_500114.png
500115,0.19801426,0.12545288,tsne_pca_fallback,ecommerce,native,stable,0.5558641975308642,2.4955163996748744,assets/creative_500115.png
500116,-0.09177303,0.13070667,tsne_pca_fallback,ecommerce,interstitial,stable,0.575925925925926,2.08853790236587,assets/creative_500116.png
500117,-0.13612598,-0.02846098,tsne_pca_fallback,ecommerce,banner,stable,0.3052469135802469,1.820426118118708,assets/creative_500117.png
500118,0.29200542,0.20220673,tsne_pca_fallback,ecommerce,native,fatigued,0.6901234567901234,3.033275687332677,assets/creative_500118.png
500119,0.36823225,0.70433795,tsne_pca_fallback,ecommerce,interstitial,stable,0.6796296296296296,2.347871612598087,assets/creative_500119.png
500120,0.5102563,-0.42025858,tsne_pca_fallback,fintech,native,stable,0.3006172839506173,6.717705951976957,assets/creative_500120.png
500121,0.5715177,0.22025645,tsne_pca_fallback,fintech,banner,stable,0.2546296296296296,5.602640212770087,assets/creative_500121.png
500122,0.49916887,0.22372663,tsne_pca_fallback,fintech,banner,stable,0.2944444444444444,6.795763631962036,assets/creative_500122.png
500123,0.7125176,-0.12892449,tsne_pca_fallback,fintech,banner,stable,0.2691358024691357,6.066732990588764,assets/creative_500123.png
500124,0.4200034,-0.288329,tsne_pca_fallback,fintech,native,stable,0.3327160493827161,7.413085775008813,assets/creative_500124.png
500125,0.7233752,-0.15742141,tsne_pca_fallback,fintech,interstitial,stable,0.3225308641975309,6.303279137829585,assets/creative_500125.png
500126,0.49304032,-0.59534454,tsne_pca_fallback,travel,native,top_performer,0.7907407407407407,10.422594070375231,assets/creative_500126.png
500127,0.9543989,0.09890854,tsne_pca_fallback,travel,interstitial,fatigued,0.5916666666666667,6.155751719796082,assets/creative_500127.png
500128,0.8070878,0.35541773,tsne_pca_fallback,travel,rewarded_video,fatigued,0.7175925925925926,6.647550559046208,assets/creative_500128.png
500129,0.8674741,-0.52988386,tsne_pca_fallback,travel,rewarded_video,top_performer,0.8969135802469136,9.33692948459687,assets/creative_500129.png
500130,0.36316204,-0.7089029,tsne_pca_fallback,travel,native,stable,0.5108024691358025,6.561437789538839,assets/creative_500130.png
500131,0.9310677,0.088917255,tsne_pca_fallback,travel,interstitial,stable,0.5555555555555556,5.560026288791998,assets/creative_500131.png
500132,0.06902468,0.46733892,tsne_pca_fallback,food_delivery,native,stable,0.4768518518518518,1.6148164348377885,assets/creative_500132.png
500133,-0.17986864,0.6791855,tsne_pca_fallback,food_delivery,banner,stable,0.5611111111111111,1.9173793277957256,assets/creative_500133.png
500134,0.1071316,0.9526199,tsne_pca_fallback,food_delivery,banner,stable,0.4833333333333333,1.590773145765426,assets/creative_500134.png
500135,0.091521144,0.37745488,tsne_pca_fallback,food_delivery,native,fatigued,0.6521604938271605,1.9178122283910104,assets/creative_500135.png
500136,0.07752645,0.50478446,tsne_pca_fallback,food_delivery,native,stable,0.7373456790123457,2.4131806635973967,assets/creative_500136.png
500137,-0.21583134,0.38030422,tsne_pca_fallback,food_delivery,banner,stable,0.4518518518518519,1.5998142006963627,assets/creative_500137.png
500138,0.25212932,-0.9265594,tsne_pca_fallback,entertainment,interstitial,underperformer,0.1388888888888888,1.5232494766872764,assets/creative_500138.png
500139,0.4891945,0.42218244,tsne_pca_fallback,entertainment,rewarded_video,stable,0.4126543209876543,1.9724866596207489,assets/creative_500139.png
500140,0.29482257,-0.87365884,tsne_pca_fallback,entertainment,interstitial,underperformer,0.1567901234567901,1.6053414634568826,assets/creative_500140.png
500141,0.24743593,-0.9826924,tsne_pca_fallback,entertainment,rewarded_video,stable,0.3302469135802469,1.759381214696151,assets/creative_500141.png
500142,0.44233263,0.26479352,tsne_pca_fallback,entertainment,interstitial,underperformer,0.1037037037037037,1.3934895674305263,assets/creative_500142.png
500143,0.4183135,0.186427,tsne_pca_fallback,entertainment,interstitial,underperformer,0.15,1.5777174944778092,assets/creative_500143.png
500144,-0.786635,0.1154542,tsne_pca_fallback,gaming,interstitial,stable,0.5317901234567901,1.3586099464292778,assets/creative_500144.png
500145,-0.5351238,0.34525633,tsne_pca_fallback,gaming,native,fatigued,0.6024691358024691,1.741360444895807,assets/creative_500145.png
500146,-0.90138793,0.25209737,tsne_pca_fallback,gaming,rewarded_video,stable,0.7737654320987654,1.9752103169377488,assets/creative_500146.png
500147,-0.6943381,0.28131807,tsne_pca_fallback,gaming,rewarded_video,top_performer,0.858641975308642,2.7024443874158663,assets/creative_500147.png
500148,-0.92386633,0.1628896,tsne_pca_fallback,gaming,playable,fatigued,0.7419753086419753,1.8293660060704056,assets/creative_500148.png
500149,-0.64476097,0.19636977,tsne_pca_fallback,gaming,rewarded_video,top_performer,0.8040123456790124,2.17380448726829,assets/creative_500149.png
500150,0.29109335,0.69407046,tsne_pca_fallback,ecommerce,interstitial,stable,0.5935185185185186,1.998870164731189,assets/creative_500150.png
500151,-0.09893596,0.13951123,tsne_pca_fallback,ecommerce,interstitial,stable,0.520679012345679,1.879729239976661,assets/creative_500151.png
500152,-0.068493366,0.13011813,tsne_pca_fallback,ecommerce,interstitial,stable,0.3910493827160494,1.6838886975283769,assets/creative_500152.png
500153,0.23072147,0.7383268,tsne_pca_fallback,ecommerce,interstitial,stable,0.5018518518518519,1.927535237814821,assets/creative_500153.png
500154,0.28921986,0.4456414,tsne_pca_fallback,ecommerce,banner,stable,0.304320987654321,1.862236325402036,assets/creative_500154.png
500155,0.3141328,0.6393987,tsne_pca_fallback,ecommerce,interstitial,stable,0.6126543209876544,2.088866582123336,assets/creative_500155.png
500156,0.4074329,-0.31256503,tsne_pca_fallback,fintech,native,stable,0.5401234567901235,8.540124413390695,assets/creative_500156.png
500157,0.3665769,-0.49443513,tsne_pca_fallback,fintech,native,fatigued,0.6253086419753086,9.772059222348004,assets/creative_500157.png
500158,0.42233992,0.06464231,tsne_pca_fallback,fintech,interstitial,stable,0.6296296296296297,8.119812120546076,assets/creative_500158.png
500159,0.8023366,0.02387917,tsne_pca_fallback,fintech,interstitial,stable,0.6962962962962963,8.509122590500082,assets/creative_500159.png
500160,0.7333722,0.012706399,tsne_pca_fallback,fintech,banner,stable,0.3675925925925926,6.751417742240131,assets/creative_500160.png
500161,0.5828695,0.0541867,tsne_pca_fallback,fintech,banner,stable,0.382716049382716,7.091985114722904,assets/creative_500161.png
500162,0.9723867,0.21410298,tsne_pca_fallback,travel,rewarded_video,stable,0.5006172839506173,5.89271478887092,assets/creative_500162.png
500163,0.6314106,-0.36014813,tsne_pca_fallback,travel,banner,stable,0.4925925925925926,7.6083507539602975,assets/creative_500163.png
500164,0.93321884,-0.1385585,tsne_pca_fallback,travel,interstitial,fatigued,0.6311728395061728,8.268724254821741,assets/creative_500164.png
500165,0.9183626,-0.23498166,tsne_pca_fallback,travel,interstitial,stable,0.7469135802469137,8.757660212614828,assets/creative_500165.png
500166,0.8865795,-0.515715,tsne_pca_fallback,travel,rewarded_video,fatigued,0.7154320987654321,7.364208388108953,assets/creative_500166.png
500167,0.6004623,-0.35930413,tsne_pca_fallback,travel,banner,stable,0.4564814814814815,8.039853047661111,assets/creative_500167.png
500168,-0.18044198,0.51098835,tsne_pca_fallback,food_delivery,interstitial,stable,0.3018518518518518,1.1495130554741004,assets/creative_500168.png
500169,0.06858277,1.0,tsne_pca_fallback,food_delivery,interstitial,underperformer,0.1228395061728395,0.8848625453832959,assets/creative_500169.png
500170,0.1303314,0.97862065,tsne_pca_fallback,food_delivery,banner,underperformer,0.0910493827160493,1.100058716409841,assets/creative_500170.png
500171,0.019593239,0.89615285,tsne_pca_fallback,food_delivery,banner,underperformer,0.1345679012345678,1.1817875687850494,assets/creative_500171.png
500172,0.15908909,0.3548051,tsne_pca_fallback,food_delivery,native,underperformer,0.2166666666666666,1.2711869521266164,assets/creative_500172.png
500173,-0.24484491,0.38173366,tsne_pca_fallback,food_delivery,banner,underperformer,0.1382716049382716,1.1846425457636764,assets/creative_500173.png
500174,0.5281569,0.45658326,tsne_pca_fallback,entertainment,interstitial,stable,0.4052469135802468,1.625960376142718,assets/creative_500174.png
500175,0.30131817,-0.31475556,tsne_pca_fallback,entertainment,interstitial,stable,0.3429012345679012,1.5624832685964811,assets/creative_500175.png
500176,0.15817463,-0.45623624,tsne_pca_fallback,entertainment,interstitial,stable,0.5765432098765432,2.0461741192468987,assets/creative_500176.png
500177,0.29655075,-0.56518126,tsne_pca_fallback,entertainment,native,stable,0.2632716049382715,1.6287986674798436,assets/creative_500177.png
500178,0.22649157,-0.48490638,tsne_pca_fallback,entertainment,native,stable,0.5179012345679012,2.33959209260014,assets/creative_500178.png
500179,0.46452808,-0.42180753,tsne_pca_fallback,entertainment,native,stable,0.4052469135802468,1.9918976878777224,assets/creative_500179.png
500180,-0.62610304,0.047981143,tsne_pca_fallback,gaming,playable,fatigued,0.6003086419753086,1.4669541602767808,assets/creative_500180.png
500181,-0.8918533,0.2162956,tsne_pca_fallback,gaming,playable,fatigued,0.8444444444444444,2.626345336017448,assets/creative_500181.png
500182,-0.81493264,0.52890396,tsne_pca_fallback,gaming,rewarded_video,fatigued,0.7984567901234568,2.277770349421023,assets/creative_500182.png
500183,-0.62101114,0.52705705,tsne_pca_fallback,gaming,interstitial,fatigued,0.6950617283950616,1.9630406126159268,assets/creative_500183.png
500184,-0.98524195,0.10219598,tsne_pca_fallback,gaming,interstitial,fatigued,0.6759259259259259,1.8718528115594173,assets/creative_500184.png
500185,-0.7992161,0.47783697,tsne_pca_fallback,gaming,playable,fatigued,0.8052469135802469,2.2948131572418267,assets/creative_500185.png
500186,0.3142432,0.59937227,tsne_pca_fallback,ecommerce,banner,underperformer,0.187037037037037,1.7083718243147863,assets/creative_500186.png
500187,0.05560386,0.3991902,tsne_pca_fallback,ecommerce,native,underperformer,0.1348765432098765,1.6370076751253837,assets/creative_500187.png
500188,0.34107292,0.35578024,tsne_pca_fallback,ecommerce,banner,underperformer,0.0790123456790123,1.3477811020098158,assets/creative_500188.png
500189,0.28705156,0.6298109,tsne_pca_fallback,ecommerce,rewarded_video,stable,0.5780864197530864,2.1585557543205,assets/creative_500189.png
500190,0.23882389,0.4022175,tsne_pca_fallback,ecommerce,native,stable,0.3641975308641975,2.203762001226317,assets/creative_500190.png
500191,0.008298874,0.32686245,tsne_pca_fallback,ecommerce,native,stable,0.2626543209876543,1.8922461791672385,assets/creative_500191.png
500192,0.5998157,-0.07612914,tsne_pca_fallback,fintech,interstitial,stable,0.571604938271605,5.747555354173752,assets/creative_500192.png
500193,0.77619374,0.045320034,tsne_pca_fallback,fintech,interstitial,stable,0.5768518518518518,5.852506536677107,assets/creative_500193.png
500194,0.583112,0.048651695,tsne_pca_fallback,fintech,banner,stable,0.4314814814814814,6.131447730346502,assets/creative_500194.png
500195,0.49350834,0.104931235,tsne_pca_fallback,fintech,interstitial,stable,0.4712962962962962,4.955404551508257,assets/creative_500195.png
500196,0.41848636,-0.6476158,tsne_pca_fallback,fintech,native,stable,0.6432098765432098,8.033855622946845,assets/creative_500196.png
500197,0.44034946,-0.7397168,tsne_pca_fallback,fintech,native,stable,0.5845679012345678,7.408223797622045,assets/creative_500197.png
500198,0.7205756,-0.49019736,tsne_pca_fallback,travel,rewarded_video,fatigued,0.6030864197530864,5.971331765849122,assets/creative_500198.png
500199,0.5514468,-0.4495055,tsne_pca_fallback,travel,native,stable,0.55,7.658294930468276,assets/creative_500199.png
500200,0.93931687,-0.13145584,tsne_pca_fallback,travel,banner,stable,0.3067901234567901,5.243861078977811,assets/creative_500200.png
500201,0.43525684,-0.463135,tsne_pca_fallback,travel,native,stable,0.5567901234567901,7.7845316615612,assets/creative_500201.png
500202,0.5474098,-0.59711874,tsne_pca_fallback,travel,native,stable,0.4799382716049383,6.705524836953856,assets/creative_500202.png
500203,0.4992633,-0.61605763,tsne_pca_fallback,travel,native,stable,0.5015432098765432,7.176573388942586,assets/creative_500203.png
500204,0.051914692,0.5838518,tsne_pca_fallback,food_delivery,native,top_performer,0.7975308641975308,2.922165304106543,assets/creative_500204.png
500205,-0.1009388,0.43339944,tsne_pca_fallback,food_delivery,interstitial,stable,0.5351851851851852,1.5229695308348068,assets/creative_500205.png
