column,family,role,dtype,missing_count,missing_pct,nunique,unique_ratio,is_constant,is_all_missing,is_high_missing,initial_recommendation,exact_duplicate_drop,high_corr_drop_candidate,in_cbr_final,is_candidate_similarity_feature
first_3d_conversions,early_3d,early_3d_feature,int64,0,0.0,708,0.6555555555555556,False,False,False,candidate_feature,False,False,True,True
first_3d_revenue_usd,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_avg_country_os_slices,early_3d,early_3d_feature,float64,0,0.0,10,0.009259259259259259,False,False,False,candidate_feature,False,False,True,True
first_3d_ctr_volatility,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_ipm_volatility,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_ctr,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_viewability_rate,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_cvr,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_ipm,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_3d_roas,early_3d,early_3d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_days_observed,early_7d,early_7d_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,False,False,False,False
first_7d_spend_usd,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_impressions,early_7d,early_7d_feature,int64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_viewable_impressions,early_7d,early_7d_feature,int64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,True,False,False
first_7d_clicks,early_7d,early_7d_feature,int64,0,0.0,1053,0.975,False,False,False,candidate_feature,False,False,True,True
first_7d_conversions,early_7d,early_7d_feature,int64,0,0.0,870,0.8055555555555556,False,False,False,candidate_feature,False,False,True,True
first_7d_revenue_usd,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_avg_country_os_slices,early_7d,early_7d_feature,float64,0,0.0,14,0.012962962962962963,False,False,False,candidate_feature,False,True,False,False
first_7d_ctr_volatility,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_ipm_volatility,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_ctr,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_viewability_rate,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_cvr,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,True,False,False
first_7d_ipm,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_7d_roas,early_7d,early_7d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_14d_days_observed,early_14d,early_14d_feature,int64,0,0.0,1,0.000925925925925926,True,False,False,drop_constant,False,False,False,False
first_14d_spend_usd,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_14d_impressions,early_14d,early_14d_feature,int64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_14d_viewable_impressions,early_14d,early_14d_feature,int64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,True,False,False
first_14d_clicks,early_14d,early_14d_feature,int64,0,0.0,1066,0.987037037037037,False,False,False,candidate_feature,False,False,True,True
first_14d_conversions,early_14d,early_14d_feature,int64,0,0.0,916,0.8481481481481481,False,False,False,candidate_feature,False,True,False,False
first_14d_revenue_usd,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,True,False,False
first_14d_avg_country_os_slices,early_14d,early_14d_feature,float64,0,0.0,19,0.017592592592592594,False,False,False,candidate_feature,False,True,False,False
first_14d_ctr_volatility,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_14d_ipm_volatility,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_14d_ctr,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,True,False,False
first_14d_viewability_rate,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,False,True,True
first_14d_cvr,early_14d,early_14d_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,True,False,False
first_14d_ipm,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,True,False,False
first_14d_roas,early_14d,early_14d_feature,float64,0,0.0,1080,1.0,False,False,False,candidate_feature,False,True,False,False
lifecycle_days,full_lifecycle,full_period_leakage,int64,0,0.0,47,0.04351851851851852,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_spend_usd,full_lifecycle,full_period_leakage,float64,0,0.0,1079,0.9990740740740741,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_impressions,full_lifecycle,full_period_leakage,int64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_clicks,full_lifecycle,full_period_leakage,int64,0,0.0,1065,0.9861111111111112,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_conversions,full_lifecycle,full_period_leakage,int64,0,0.0,969,0.8972222222222223,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_revenue_usd,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_ctr_std,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_ipm_std,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_max_days_since_launch,full_lifecycle,full_period_leakage,int64,0,0.0,47,0.04351851851851852,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_ctr,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_cvr,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_ipm,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
lifecycle_roas,full_lifecycle,full_period_leakage,float64,0,0.0,1080,1.0,False,False,False,keep_as_outcome_not_feature,False,False,True,False
creative_status,base_tabular,target_outcome,str,0,0.0,4,0.003703703703703704,False,False,False,keep_as_target_not_feature,False,False,True,False
fatigue_day,base_tabular,target_outcome,float64,881,0.8157407407407408,9,0.008333333333333333,False,False,True,keep_as_target_not_feature,False,False,True,False
perf_score,base_tabular,target_outcome,float64,0,0.0,907,0.8398148148148148,False,False,False,keep_as_target_not_feature,False,False,True,False
overall_ctr,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,True,False,True,False
overall_cvr,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,True,False,True,False
overall_ipm,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,False,False,True,False
overall_roas,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,False,False,True,False
ctr_decay_pct,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,False,False,True,False
cvr_decay_pct,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,False,False,True,False
peak_rolling_ctr_5,base_tabular,target_outcome,float64,0,0.0,1080,1.0,False,False,False,keep_as_target_not_feature,False,False,True,False
has_fatigue,base_tabular,target_outcome,int64,0,0.0,2,0.001851851851851852,False,False,False,keep_as_target_not_feature,False,False,True,False
txtsel_subhead_has_social,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_headline_has_social,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_subhead_word_count,text_engineered,candidate_feature,int64,0,0.0,5,0.004629629629629629,False,False,False,candidate_feature,False,False,True,True
txtsel_headline_has_action,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_subhead_length,text_engineered,candidate_feature,int64,0,0.0,12,0.011111111111111112,False,False,False,candidate_feature,True,True,False,False
txtsel_subhead_has_trust,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_headline_has_trust,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_headline_has_benefit,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_headline_has_urgency,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_cta_text_has_benefit,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_cta_text_word_count,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_cta_text_has_action,text_engineered,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
txtsel_cta_text_length,text_engineered,candidate_feature,int64,0,0.0,5,0.004629629629629629,False,False,False,candidate_feature,False,False,True,True
txtsel_headline_length,text_engineered,candidate_feature,int64,0,0.0,12,0.011111111111111112,False,False,False,candidate_feature,True,True,False,False
target_age_min,base_tabular,candidate_feature,float64,0,0.0,4,0.003703703703703704,False,False,False,candidate_feature,False,False,True,True
target_age_max,base_tabular,candidate_feature,float64,0,0.0,4,0.003703703703703704,False,False,False,candidate_feature,False,True,False,False
target_age_mid,base_tabular,candidate_feature,float64,0,0.0,4,0.003703703703703704,False,False,False,candidate_feature,False,True,False,False
vis_image_area,fe_vision_handcrafted,candidate_feature,int64,0,0.0,3,0.002777777777777778,False,False,False,candidate_feature,True,True,False,False
vis_brightness_mean,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,False,True,True
vis_brightness_std,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_contrast,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,True,True,False,False
vis_saturation_mean,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1033,0.9564814814814815,False,False,False,candidate_feature,False,False,True,True
vis_saturation_std,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1033,0.9564814814814815,False,False,False,candidate_feature,False,False,True,True
vis_hue_mean,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1032,0.9555555555555556,False,False,False,candidate_feature,False,False,True,True
vis_hue_std,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1033,0.9564814814814815,False,False,False,candidate_feature,False,False,True,True
vis_dominant_color_r,fe_vision_handcrafted,candidate_feature,int64,0,0.0,84,0.07777777777777778,False,False,False,candidate_feature,False,False,True,True
vis_dominant_color_g,fe_vision_handcrafted,candidate_feature,int64,0,0.0,107,0.09907407407407408,False,False,False,candidate_feature,False,False,True,True
vis_dominant_color_b,fe_vision_handcrafted,candidate_feature,int64,0,0.0,93,0.08611111111111111,False,False,False,candidate_feature,False,False,True,True
vis_dominant_color_h,fe_vision_handcrafted,candidate_feature,float64,0,0.0,910,0.8425925925925926,False,False,False,candidate_feature,False,False,True,True
vis_dominant_color_s,fe_vision_handcrafted,candidate_feature,float64,0,0.0,920,0.8518518518518519,False,False,False,candidate_feature,False,False,True,True
vis_dominant_color_v,fe_vision_handcrafted,candidate_feature,float64,0,0.0,948,0.8777777777777778,False,False,False,candidate_feature,False,False,True,True
vis_colorfulness,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1033,0.9564814814814815,False,False,False,candidate_feature,False,False,True,True
vis_edge_density,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1005,0.9305555555555556,False,False,False,candidate_feature,False,False,True,True
vis_visual_complexity,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_sharpness_laplacian_var,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_centroid_x_visual_mass,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_centroid_y_visual_mass,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_visual_mass_top_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,False,True,True
vis_visual_mass_bottom_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,True,False,False
vis_visual_mass_left_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,False,True,True
vis_visual_mass_right_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,True,False,False
vis_visual_mass_center_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,False,True,True
vis_visual_mass_border_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,True,False,False
vis_quadrant_top_left_density,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_quadrant_top_right_density,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_quadrant_bottom_left_density,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,False,True,True
vis_quadrant_bottom_right_density,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_symmetry_horizontal_score,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_symmetry_vertical_score,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_main_object_bbox_x_min,fe_vision_handcrafted,candidate_feature,float64,0,0.0,17,0.01574074074074074,False,False,False,candidate_feature,False,False,True,True
vis_main_object_bbox_y_min,fe_vision_handcrafted,candidate_feature,float64,0,0.0,21,0.019444444444444445,False,False,False,candidate_feature,False,False,True,True
vis_main_object_bbox_x_max,fe_vision_handcrafted,candidate_feature,float64,0,0.0,47,0.04351851851851852,False,False,False,candidate_feature,False,False,True,True
vis_main_object_bbox_y_max,fe_vision_handcrafted,candidate_feature,float64,0,0.0,28,0.025925925925925925,False,False,False,candidate_feature,False,False,True,True
vis_main_object_bbox_area_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,68,0.06296296296296296,False,False,False,candidate_feature,False,False,True,True
vis_main_object_center_x,fe_vision_handcrafted,candidate_feature,float64,0,0.0,46,0.04259259259259259,False,False,False,candidate_feature,False,False,True,True
vis_main_object_center_y,fe_vision_handcrafted,candidate_feature,float64,0,0.0,36,0.03333333333333333,False,False,False,candidate_feature,False,False,True,True
vis_main_object_is_centered,fe_vision_handcrafted,candidate_feature,int64,0,0.0,2,0.001851851851851852,False,False,False,candidate_feature,False,False,True,True
vis_saliency_center_bias,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1078,0.9981481481481481,False,False,False,candidate_feature,False,True,False,False
vis_background_uniformity_score,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1079,0.9990740740740741,False,False,False,candidate_feature,False,False,True,True
vis_empty_space_ratio,fe_vision_handcrafted,candidate_feature,float64,0,0.0,1022,0.9462962962962963,False,False,False,candidate_feature,False,False,True,True
clip_pca_0,clip_pca,embedding_pca_feature,float32,0,0.0,1056,0.9777777777777777,False,False,False,candidate_feature,False,False,True,True
clip_pca_1,clip_pca,embedding_pca_feature,float32,0,0.0,1056,0.9777777777777777,False,False,False,candidate_feature,False,False,True,True
clip_pca_2,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_3,clip_pca,embedding_pca_feature,float32,0,0.0,1058,0.9796296296296296,False,False,False,candidate_feature,False,False,True,True
clip_pca_4,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_5,clip_pca,embedding_pca_feature,float32,0,0.0,1057,0.9787037037037037,False,False,False,candidate_feature,False,False,True,True
clip_pca_6,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_7,clip_pca,embedding_pca_feature,float32,0,0.0,1061,0.9824074074074074,False,False,False,candidate_feature,False,False,True,True
clip_pca_8,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_9,clip_pca,embedding_pca_feature,float32,0,0.0,1058,0.9796296296296296,False,False,False,candidate_feature,False,False,True,True
clip_pca_10,clip_pca,embedding_pca_feature,float32,0,0.0,1058,0.9796296296296296,False,False,False,candidate_feature,False,False,True,True
clip_pca_11,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_12,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_13,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_14,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_15,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_16,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_17,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_18,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_19,clip_pca,embedding_pca_feature,float32,0,0.0,1061,0.9824074074074074,False,False,False,candidate_feature,False,False,True,True
clip_pca_20,clip_pca,embedding_pca_feature,float32,0,0.0,1059,0.9805555555555555,False,False,False,candidate_feature,False,False,True,True
clip_pca_21,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_22,clip_pca,embedding_pca_feature,float32,0,0.0,1061,0.9824074074074074,False,False,False,candidate_feature,False,False,True,True
clip_pca_23,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_24,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_25,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_26,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_27,clip_pca,embedding_pca_feature,float32,0,0.0,1061,0.9824074074074074,False,False,False,candidate_feature,False,False,True,True
clip_pca_28,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_29,clip_pca,embedding_pca_feature,float32,0,0.0,1060,0.9814814814814815,False,False,False,candidate_feature,False,False,True,True
clip_pca_30,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
clip_pca_31,clip_pca,embedding_pca_feature,float32,0,0.0,1062,0.9833333333333333,False,False,False,candidate_feature,False,False,True,True
